State,States,COUNTY,County,Species_Group,Growing_Stock_A,Nongrowing_Stock_A,All_Sources_A,Growing_Stock_B,Nongrowing_Stock_B,All_Sources_B,Growing_Stock_C,Nongrowing_Stock_C,All_Sources_C,Growing_Stock_D,Nongrowing_Stock_D,All_Sources_D,Hardwood_Density_lb_ft3,Df,CC,Percentshoot,HANPP_lb_C_perthousand_cubicfeet,TotalHANPP_Harvest_in_Tonnes,HANPP_harvest_used_in_Tonnes,HANPP_Harvest_unused_in_Tonnes,HANPP_Harvest_above_ground_in_Tonnes,HANPP_Harvest_below_ground_in_Tonnes,Stcnty
NH 2012,NEW HAMPSHIRE,MERRIMACK,Merrimack,Hardwood,"2,130",778,"2,908",171,313,484,72,471,543,"2,373","1,562","3,935",43,0.78,0.45,0.80,18866,33675,24886,8789,26940,6735,NEW HAMPSHIRE_MERRIMACK
NH 2012,NEW HAMPSHIRE,ROCKINGHAM,Rockingham,Hardwood,339,392,730,1,17,18,40,1,41,380,410,790,43,0.78,0.45,0.80,18866,6761,6247,513,5408,1352,NEW HAMPSHIRE_ROCKINGHAM
NH 2012,NEW HAMPSHIRE,STRAFFORD,Strafford,Hardwood,98,151,248,11,6,17,0,0,0,109,156,265,43,0.78,0.45,0.80,18866,2268,2122,145,1814,454,NEW HAMPSHIRE_STRAFFORD
NH 2012,NEW HAMPSHIRE,SULLIVAN,Sullivan,Hardwood,227,178,405,19,38,57,0,0,0,247,216,462,43,0.78,0.45,0.80,18866,3954,3466,488,3163,791,NEW HAMPSHIRE_SULLIVAN
NJ 2012,NEW JERSEY,ATLANTIC,Atlantic,Hardwood,47,61,108,12,25,37,177,7,184,236,93,329,43,0.78,0.45,0.80,18866,2815,924,1891,2252,563,NEW JERSEY_ATLANTIC
NJ 2012,NEW JERSEY,BERGEN,Bergen,Hardwood,1,9,9,0,0,0,0,0,0,1,9,9,43,0.78,0.45,0.80,18866,77,77,0,62,15,NEW JERSEY_BERGEN
NJ 2012,NEW JERSEY,BURLINGTON,Burlington,Hardwood,144,155,299,39,82,122,0,0,0,183,237,421,43,0.78,0.45,0.80,18866,3603,2559,1044,2882,721,NEW JERSEY_BURLINGTON
NJ 2012,NEW JERSEY,CAMDEN,Camden,Hardwood,19,10,30,6,11,17,885,104,990,910,126,"1,036",43,0.78,0.45,0.80,18866,8866,257,8609,7093,1773,NEW JERSEY_CAMDEN
NJ 2012,NEW JERSEY,CAPE MAY,Cape May,Hardwood,1,10,10,0,0,0,0,0,0,1,10,10,43,0.78,0.45,0.80,18866,86,86,0,68,17,NEW JERSEY_CAPE MAY
NJ 2012,NEW JERSEY,CUMBERLAND,Cumberland,Hardwood,21,227,247,0,0,0,0,0,0,21,227,247,43,0.78,0.45,0.80,18866,2114,2114,0,1691,423,NEW JERSEY_CUMBERLAND
NJ 2012,NEW JERSEY,GLOUCESTER,Gloucester,Hardwood,98,273,370,23,49,71,0,0,0,120,321,441,43,0.78,0.45,0.80,18866,3774,3166,608,3019,755,NEW JERSEY_GLOUCESTER
NJ 2012,NEW JERSEY,HUNTERDON,Hunterdon,Hardwood,138,809,947,19,39,58,0,0,0,157,848,"1,005",43,0.78,0.45,0.80,18866,8601,8104,496,6880,1720,NEW JERSEY_HUNTERDON
NJ 2012,NEW JERSEY,MERCER,Mercer,Hardwood,81,269,349,17,38,56,0,0,0,98,307,405,43,0.78,0.45,0.80,18866,3466,2987,479,2773,693,NEW JERSEY_MERCER
NJ 2012,NEW JERSEY,MIDDLESEX,Middlesex,Hardwood,152,258,410,40,86,125,477,73,550,669,417,"1,085",43,0.78,0.45,0.80,18866,9285,3509,5776,7428,1857,NEW JERSEY_MIDDLESEX
NJ 2012,NEW JERSEY,MONMOUTH,Monmouth,Hardwood,186,354,539,47,101,148,"1,141",68,"1,209","1,374",523,"1,897",43,0.78,0.45,0.80,18866,16234,4613,11621,12987,3247,NEW JERSEY_MONMOUTH
NJ 2012,NEW JERSEY,MORRIS,Morris,Hardwood,106,462,569,19,39,59,0,0,0,126,502,627,43,0.78,0.45,0.80,18866,5366,4869,496,4293,1073,NEW JERSEY_MORRIS
NJ 2012,NEW JERSEY,OCEAN,Ocean,Hardwood,31,15,46,8,17,25,0,0,0,40,32,71,43,0.78,0.45,0.80,18866,608,394,214,486,122,NEW JERSEY_OCEAN
NJ 2012,NEW JERSEY,PASSAIC,Passaic,Hardwood,0,2,2,0,0,0,0,0,0,0,2,2,43,0.78,0.45,0.80,18866,17,17,0,14,3,NEW JERSEY_PASSAIC
NJ 2012,NEW JERSEY,SALEM,Salem,Hardwood,21,232,254,0,0,0,0,0,0,21,232,254,43,0.78,0.45,0.80,18866,2174,2174,0,1739,435,NEW JERSEY_SALEM
NJ 2012,NEW JERSEY,SOMERSET,Somerset,Hardwood,77,57,134,22,47,68,0,0,0,99,104,202,43,0.78,0.45,0.80,18866,1729,1147,582,1383,346,NEW JERSEY_SOMERSET
NJ 2012,NEW JERSEY,SUSSEX,Sussex,Hardwood,85,905,990,1,1,2,0,0,0,86,906,992,43,0.78,0.45,0.80,18866,8489,8472,17,6791,1698,NEW JERSEY_SUSSEX
NJ 2012,NEW JERSEY,WARREN,Warren,Hardwood,131,946,"1,077",13,28,41,0,0,0,144,974,"1,118",43,0.78,0.45,0.80,18866,9568,9217,351,7654,1914,NEW JERSEY_WARREN
NM 2012,NEW MEXICO,BERNALILLO,Bernalillo,Hardwood,0,0,0,0,0,0,0,0,0,0,0,0,43,0.78,0.45,0.80,18866,0,0,0,0,0,NEW MEXICO_BERNALILLO
NM 2012,NEW MEXICO,CATRON,Catron,Hardwood,0,52,52,0,0,0,0,0,0,0,52,52,43,0.78,0.45,0.80,18866,445,445,0,356,89,NEW MEXICO_CATRON
NM 2012,NEW MEXICO,CHAVES,Chaves,Hardwood,0,2,2,0,0,0,0,0,0,0,2,2,43,0.78,0.45,0.80,18866,17,17,0,14,3,NEW MEXICO_CHAVES
NM 2012,NEW MEXICO,CIBOLA,Cibola,Hardwood,0,0,0,0,0,0,0,0,0,0,0,0,43,0.78,0.45,0.80,18866,0,0,0,0,0,NEW MEXICO_CIBOLA
NM 2012,NEW MEXICO,COLFAX,Colfax,Hardwood,0,183,183,0,0,0,0,0,0,0,183,183,43,0.78,0.45,0.80,18866,1566,1566,0,1253,313,NEW MEXICO_COLFAX
NM 2012,NEW MEXICO,EDDY,Eddy,Hardwood,0,2,2,0,0,0,0,0,0,0,2,2,43,0.78,0.45,0.80,18866,17,17,0,14,3,NEW MEXICO_EDDY
NM 2012,NEW MEXICO,GRANT,Grant,Hardwood,0,21,21,0,0,0,0,0,0,0,21,21,43,0.78,0.45,0.80,18866,180,180,0,144,36,NEW MEXICO_GRANT
NM 2012,NEW MEXICO,HIDALGO,Hidalgo,Hardwood,0,21,21,0,0,0,0,0,0,0,21,21,43,0.78,0.45,0.80,18866,180,180,0,144,36,NEW MEXICO_HIDALGO
NM 2012,NEW MEXICO,LINCOLN,Lincoln,Hardwood,0,2,2,0,0,0,0,0,0,0,2,2,43,0.78,0.45,0.80,18866,17,17,0,14,3,NEW MEXICO_LINCOLN
NM 2012,NEW MEXICO,MCKINLEY,McKinley,Hardwood,0,0,0,0,0,0,0,0,0,0,0,0,43,0.78,0.45,0.80,18866,0,0,0,0,0,NEW MEXICO_MCKINLEY
NM 2012,NEW MEXICO,MORA,Mora,Hardwood,0,511,511,0,0,0,0,0,0,0,511,511,43,0.78,0.45,0.80,18866,4373,4373,0,3498,875,NEW MEXICO_MORA
NM 2012,NEW MEXICO,OTERO,Otero,Hardwood,0,"1,429","1,429",0,0,0,0,0,0,0,"1,429","1,429",43,0.78,0.45,0.80,18866,12229,12229,0,9783,2446,NEW MEXICO_OTERO
NM 2012,NEW MEXICO,RIO ARRIBA,Rio Arriba,Hardwood,"1,300",922,"2,222",72,220,291,0,0,0,"1,372","1,142","2,513",43,0.78,0.45,0.80,18866,21506,19015,2490,17204,4301,NEW MEXICO_RIO ARRIBA
NM 2012,NEW MEXICO,SAN MIGUEL,San Miguel,Hardwood,0,375,375,0,0,0,0,0,0,0,375,375,43,0.78,0.45,0.80,18866,3209,3209,0,2567,642,NEW MEXICO_SAN MIGUEL
NM 2012,NEW MEXICO,SANDOVAL,Sandoval,Hardwood,0,56,56,0,0,0,0,0,0,0,56,56,43,0.78,0.45,0.80,18866,479,479,0,383,96,NEW MEXICO_SANDOVAL
NM 2012,NEW MEXICO,SANTA FE,Santa Fe,Hardwood,0,31,31,0,0,0,0,0,0,0,31,31,43,0.78,0.45,0.80,18866,265,265,0,212,53,NEW MEXICO_SANTA FE
NM 2012,NEW MEXICO,SIERRA,Sierra,Hardwood,0,21,21,0,0,0,0,0,0,0,21,21,43,0.78,0.45,0.80,18866,180,180,0,144,36,NEW MEXICO_SIERRA
NM 2012,NEW MEXICO,SOCORRO,Socorro,Hardwood,0,10,10,0,0,0,0,0,0,0,10,10,43,0.78,0.45,0.80,18866,86,86,0,68,17,NEW MEXICO_SOCORRO
NM 2012,NEW MEXICO,TAOS,Taos,Hardwood,0,8,8,0,0,0,0,0,0,0,8,8,43,0.78,0.45,0.80,18866,68,68,0,55,14,NEW MEXICO_TAOS
NM 2012,NEW MEXICO,TORRANCE,Torrance,Hardwood,0,8,8,0,0,0,0,0,0,0,8,8,43,0.78,0.45,0.80,18866,68,68,0,55,14,NEW MEXICO_TORRANCE
NM 2012,NEW MEXICO,VALENCIA,Valencia,Hardwood,0,0,0,0,0,0,0,0,0,0,0,0,43,0.78,0.45,0.80,18866,0,0,0,0,0,NEW MEXICO_VALENCIA
NV 2012,NEVADA,CARSON CITY,Carson City,Hardwood,0,27,27,0,0,0,0,0,0,0,27,27,43,0.78,0.45,0.80,18866,231,231,0,185,46,NEVADA_CARSON CITY
NY 2012,NEW YORK,ALBANY,Albany,Hardwood,388,451,839,49,78,127,0,0,0,437,529,966,43,0.78,0.45,0.80,18866,8267,7180,1087,6613,1653,NEW YORK_ALBANY
NY 2012,NEW YORK,ALLEGANY,Allegany,Hardwood,"2,128","6,070","8,198",197,329,525,0,0,0,"2,325","6,399","8,723",43,0.78,0.45,0.80,18866,74649,70156,4493,59719,14930,NEW YORK_ALLEGANY
NY 2012,NEW YORK,BRONX,Bronx,Hardwood,11,0,11,2,2,4,0,0,0,13,3,15,43,0.78,0.45,0.80,18866,128,94,34,103,26,NEW YORK_BRONX
NY 2012,NEW YORK,BROOME,Broome,Hardwood,"1,726","3,736","5,461",205,247,452,0,0,0,"1,930","3,983","5,913",43,0.78,0.45,0.80,18866,50602,46734,3868,40481,10120,NEW YORK_BROOME
NY 2012,NEW YORK,CATTARAUGUS,Cattaraugus,Hardwood,"3,365","11,471","14,837",301,493,793,143,13,156,"3,809","11,977","15,786",43,0.78,0.45,0.80,18866,135092,126971,8121,108074,27018,NEW YORK_CATTARAUGUS
NY 2012,NEW YORK,CAYUGA,Cayuga,Hardwood,"1,408","3,237","4,646",175,215,390,0,0,0,"1,583","3,452","5,036",43,0.78,0.45,0.80,18866,43097,39759,3338,34477,8619,NEW YORK_CAYUGA
NY 2012,NEW YORK,CHAUTAUQUA,Chautauqua,Hardwood,"1,928","8,995","10,923",151,227,377,0,0,0,"2,079","9,222","11,301",43,0.78,0.45,0.80,18866,96711,93476,3235,77369,19342,NEW YORK_CHAUTAUQUA
NY 2012,NEW YORK,CHEMUNG,Chemung,Hardwood,"1,367","2,111","3,479",160,195,354,0,0,0,"1,527","2,306","3,833",43,0.78,0.45,0.80,18866,32802,29772,3029,26241,6560,NEW YORK_CHEMUNG
NY 2012,NEW YORK,CHENANGO,Chenango,Hardwood,"2,600","6,852","9,452",294,389,683,0,0,0,"2,895","7,241","10,135",43,0.78,0.45,0.80,18866,86733,80888,5845,69386,17347,NEW YORK_CHENANGO
NY 2012,NEW YORK,CLINTON,Clinton,Hardwood,"1,064","2,452","3,517",76,298,373,0,0,0,"1,140","2,750","3,890",43,0.78,0.45,0.80,18866,33290,30098,3192,26632,6658,NEW YORK_CLINTON
NY 2012,NEW YORK,COLUMBIA,Columbia,Hardwood,387,"1,795","2,181",27,41,68,0,53,53,413,"1,889","2,302",43,0.78,0.45,0.80,18866,19700,18664,1035,15760,3940,NEW YORK_COLUMBIA
NY 2012,NEW YORK,CORTLAND,Cortland,Hardwood,"1,893","4,892","6,784",252,290,542,0,0,0,"2,145","5,182","7,326",43,0.78,0.45,0.80,18866,62694,58056,4638,50155,12539,NEW YORK_CORTLAND
NY 2012,NEW YORK,DELAWARE,Delaware,Hardwood,"3,797","10,224","14,021",438,604,"1,043",284,797,"1,081","4,519","11,625","16,144",43,0.78,0.45,0.80,18866,138156,119988,18168,110525,27631,NEW YORK_DELAWARE
NY 2012,NEW YORK,DUTCHESS,Dutchess,Hardwood,410,738,"1,148",47,60,107,0,0,0,457,798,"1,255",43,0.78,0.45,0.80,18866,10740,9824,916,8592,2148,NEW YORK_DUTCHESS
NY 2012,NEW YORK,ERIE,Erie,Hardwood,842,"1,771","2,613",100,140,240,0,0,0,942,"1,911","2,853",43,0.78,0.45,0.80,18866,24415,22361,2054,19532,4883,NEW YORK_ERIE
NY 2012,NEW YORK,ESSEX,Essex,Hardwood,"5,147","7,789","12,936",395,"1,736","2,131",115,268,383,"5,657","9,793","15,450",43,0.78,0.45,0.80,18866,132217,110703,21514,105774,26443,NEW YORK_ESSEX
NY 2012,NEW YORK,FRANKLIN,Franklin,Hardwood,"2,795","7,853","10,648",197,764,961,0,0,0,"2,992","8,617","11,609",43,0.78,0.45,0.80,18866,99347,91123,8224,79477,19869,NEW YORK_FRANKLIN
NY 2012,NEW YORK,FULTON,Fulton,Hardwood,"1,030","2,148","3,178",119,218,337,0,0,0,"1,149","2,365","3,514",43,0.78,0.45,0.80,18866,30072,27196,2875,24057,6014,NEW YORK_FULTON
NY 2012,NEW YORK,GENESEE,Genesee,Hardwood,262,581,842,31,42,73,0,0,0,293,623,916,43,0.78,0.45,0.80,18866,7839,7206,633,6271,1568,NEW YORK_GENESEE
NY 2012,NEW YORK,GREENE,Greene,Hardwood,868,"2,074","2,942",101,142,243,0,0,0,969,"2,216","3,185",43,0.78,0.45,0.80,18866,27256,25177,2080,21805,5451,NEW YORK_GREENE
NY 2012,NEW YORK,HAMILTON,Hamilton,Hardwood,"4,485","10,368","14,853",316,"1,434","1,750",0,0,0,"4,802","11,801","16,603",43,0.78,0.45,0.80,18866,142084,127108,14976,113667,28417,NEW YORK_HAMILTON
NY 2012,NEW YORK,HERKIMER,Herkimer,Hardwood,"1,524","2,421","3,945",177,353,530,0,0,0,"1,701","2,774","4,475",43,0.78,0.45,0.80,18866,38296,33760,4536,30637,7659,NEW YORK_HERKIMER
NY 2012,NEW YORK,JEFFERSON,Jefferson,Hardwood,609,"1,394","2,003",75,101,176,0,0,0,685,"1,495","2,179",43,0.78,0.45,0.80,18866,18647,17141,1506,14918,3729,NEW YORK_JEFFERSON
NY 2012,NEW YORK,LEWIS,Lewis,Hardwood,"2,598","6,347","8,945",251,573,824,0,0,0,"2,848","6,920","9,768",43,0.78,0.45,0.80,18866,83592,76549,7043,66874,16718,NEW YORK_LEWIS
NY 2012,NEW YORK,LIVINGSTON,Livingston,Hardwood,748,988,"1,737",83,116,200,249,18,267,"1,081","1,123","2,204",43,0.78,0.45,0.80,18866,18861,14865,3996,15089,3772,NEW YORK_LIVINGSTON
NY 2012,NEW YORK,MADISON,Madison,Hardwood,"1,246","3,351","4,597",169,188,357,0,0,0,"1,415","3,539","4,954",43,0.78,0.45,0.80,18866,42395,39340,3055,33916,8479,NEW YORK_MADISON
NY 2012,NEW YORK,MONROE,Monroe,Hardwood,352,"1,035","1,387",41,50,91,73,779,851,466,"1,864","2,330",43,0.78,0.45,0.80,18866,19940,11870,8070,15952,3988,NEW YORK_MONROE
NY 2012,NEW YORK,MONTGOMERY,Montgomery,Hardwood,190,495,685,23,33,55,0,0,0,213,528,740,43,0.78,0.45,0.80,18866,6333,5862,471,5066,1267,NEW YORK_MONTGOMERY
NY 2012,NEW YORK,NASSAU,Nassau,Hardwood,1,8,9,0,0,0,0,0,0,1,8,9,43,0.78,0.45,0.80,18866,77,77,0,62,15,NEW YORK_NASSAU
NY 2012,NEW YORK,NIAGARA,Niagara,Hardwood,130,34,164,16,23,39,0,0,0,146,57,203,43,0.78,0.45,0.80,18866,1737,1403,334,1390,347,NEW YORK_NIAGARA
NY 2012,NEW YORK,ONEIDA,Oneida,Hardwood,"2,153","7,281","9,434",255,316,571,0,0,0,"2,408","7,597","10,005",43,0.78,0.45,0.80,18866,85620,80734,4886,68496,17124,NEW YORK_ONEIDA
NY 2012,NEW YORK,ONONDAGA,Onondaga,Hardwood,"1,236",795,"2,031",178,237,415,315,"1,798","2,113","1,729","2,831","4,560",43,0.78,0.45,0.80,18866,39023,17381,21643,31219,7805,NEW YORK_ONONDAGA
NY 2012,NEW YORK,ONTARIO,Ontario,Hardwood,"1,038","1,498","2,535",118,164,282,480,279,760,"1,636","1,941","3,577",43,0.78,0.45,0.80,18866,30611,21694,8917,24489,6122,NEW YORK_ONTARIO
NY 2012,NEW YORK,ORANGE,Orange,Hardwood,360,777,"1,136",34,48,82,0,0,0,393,825,"1,218",43,0.78,0.45,0.80,18866,10423,9722,702,8339,2085,NEW YORK_ORANGE
NY 2012,NEW YORK,ORLEANS,Orleans,Hardwood,106,301,408,11,16,27,45,94,139,162,412,574,43,0.78,0.45,0.80,18866,4912,3492,1421,3930,982,NEW YORK_ORLEANS
NY 2012,NEW YORK,OSWEGO,Oswego,Hardwood,"2,237","6,046","8,283",261,345,606,0,0,0,"2,498","6,391","8,889",43,0.78,0.45,0.80,18866,76070,70884,5186,60856,15214,NEW YORK_OSWEGO
NY 2012,NEW YORK,OTSEGO,Otsego,Hardwood,"2,210","6,269","8,479",271,318,589,341,23,364,"2,822","6,610","9,432",43,0.78,0.45,0.80,18866,80717,72561,8156,64573,16143,NEW YORK_OTSEGO
NY 2012,NEW YORK,PUTNAM,Putnam,Hardwood,57,136,193,5,7,12,0,0,0,62,143,205,43,0.78,0.45,0.80,18866,1754,1652,103,1403,351,NEW YORK_PUTNAM
NY 2012,NEW YORK,RENSSELAER,Rensselaer,Hardwood,"1,098","1,852","2,950",96,232,329,584,204,788,"1,779","2,289","4,067",43,0.78,0.45,0.80,18866,34804,25245,9559,27843,6961,NEW YORK_RENSSELAER
NY 2012,NEW YORK,RICHMOND,Richmond,Hardwood,7,78,86,0,0,0,0,0,0,7,78,86,43,0.78,0.45,0.80,18866,736,736,0,589,147,NEW YORK_RICHMOND
NY 2012,NEW YORK,ROCKLAND,Rockland,Hardwood,50,1,52,7,10,17,0,0,0,58,11,69,43,0.78,0.45,0.80,18866,590,445,145,472,118,NEW YORK_ROCKLAND
NY 2012,NEW YORK,SARATOGA,Saratoga,Hardwood,"3,290","5,081","8,371",246,887,"1,133",691,77,768,"4,227","6,046","10,273",43,0.78,0.45,0.80,18866,87914,71637,16277,70331,17583,NEW YORK_SARATOGA
