,,,,,                                                                                                                                              HANPP Harvest Total in KiloTonnes 1,,,,,,,,,,,,HANPP Harvest Total in Kilotonnes,,,                             HANPP Harvest Total in Kilotonnes,,,,Total All HANPP Harvest in Kilotonnes,                                                                                                                           County- wide HANPP Harvest Total in gC/m2/yr 2,,,,,,,,,,,,County-wide HANPP Harvest Total in gC/m2/yr 2,,,                   County-wide HANPP Harvest Total in gC/m2/yr 2,,,,Total All HANPP Harvest County-wide in gC/m2/yr 2,                                                                                                                         Onsite HANPP Harvest Total in gC/m2/yr 3,,,,,,,,,,,,Onsite HANPP Harvest Total in gC/m2/yr,,,                        Onsite HANPP Harvest Total in gC/m2/yr,,,,Total Onsite All HANPP in gC/m2/yr,                                                                                                                                      HANPP Harvest Used in Kilotonnes 4,,,,,,,,,,,,HANPP Harvest Used in Kilotonnes,,,                      HANPP Harvest Used in Kilotonnes,,,,Total All HANPP Used in Kilotonnes,                                                                                                                 HANPP Harvest Unused in Kilotonnes 5,,,,,,,,,,,,HANPP Harvest Unused in Kilotonnes,,,HANPP Harvest Unused in Kilotonnes,,,,Total All HANPP Unused in Kilotonnes,                                                                                                                   HANPP Harvest Above Ground in Kilotonnes 6,,,,,,,,,,,,   HANPP Harvest Above Ground in Kilotonnes,,,                 HANPP Harvest Above Ground in Kilotonnes,,,,Total All HANPP Aboveground in Kilotonnes,                                                                    HANPP Harvest Below Ground in Kilotonnes 7,,,,,,,,,,,,           HANPP Harvest Below Ground in Kilotonnes,,,                     HANPP Harvest Below Ground in Kilotonnes,,,,Total All HANPP Belowground in Kilotonnes,                                                                                                                   HANPP Harvest Used County-wide in gC/m2/yr 8,,,,,,,,,,,,        HANPP Harvest Used County-wide in gC/m2/yr,,,        HANPP Harvest Used County-wide in gC/m2/yr,,,,Total All HANPP Harvest Used County-wide in gC/m2/yr,                                        HANPP Harvest Unused County-wide in gC/m2/yr 9,,,,,,,,,,,,HANPP Harvest Unused County-wide in gC/m2/yr,,,HANPP Harvest Unused County-wide in gC/m2/yr,,,,Total All HANPP Harvest Unused County-wide in gC/m2/yr,HANPP Harvest Aboveground County-wide in gC/m2/yr 10,,,,,,,,,,,,HANPP Harvest Aboveground County-wide in gC/m2/yr,,,HANPP Harvest Aboveground County-wide in gC/m2/yr,,,,Total All HANPP Harvest Aboveground County-wide in gC/m2/yr,     HANPP Harvest Belowground County-wide in gC/m2/yr 11,,,,,,,,,,,,HANPP Harvest Belowground County-wide in gC/m2/yr,,,HANPP Harvest Belowground County-wide in gC/m2/yr,,,,Total All HANPP Harvest Belowground County-wide in gC/m2/yr,HANPP Harvest Used Onsite in gC/m2/yr 12,,,,,,,,,,,,HANPP Harvest Used Onsite in gC/m2/yr,,,HANPP Harvest Used Onsite in gC/m2/yr,,,,Total All HANPP Harvest Used Onsite gC/m2/yr,HANPP Harvest Unused Onsite in gC/m2/yr 13,,,,,,,,,,,,HANPP Harvest Unused Onsite in gC/m2/yr,,,HANPP Harvest Unused Onsite in gC/m2/yr,,,,Total All HANPP Harvest Unused Onsite gC/m2/yr,      HANPP Harvest Aboveground Onsite in gC/m2/yr 14,,,,,,,,,,,,HANPP Harvest Aboveground Onsite in gC/m2/yr,,,HANPP Harvest Aboveground Onsite in gC/m2/yr,,,,Total All HANPP Harvest Aboveground Onsite gC/m2/yr,HANPP Harvest Belowground Onsite in gC/m2/yr 15,,,,,,,,,,,,HANPP Harvest Belowground Onsite in gC/m2/yr,,,HANPP Harvest Belowground Onsite in gC/m2/yr,,,,Total All HANPP Harvest Belowground Onsite gC/m2/yr
FORD,KANSAS,KANSAS_FORD,2012,2846330112,137.2686294,,196.7494404,,,11.35145425,39.99799565,,,66.68781332,45.2055333,497.2608663,1.891258551,0.036043975,1.927302526,,0,,,,48.22653171,,69.12390084,,,3.988101802,14.05247954,,,23.42940231,15.88204162,174.7024578,0.664455097,0.012663315,0.677118412,0,,,,,788.2206684,,264.0223301,,,282.0156884,1059.661836,,,238.639518,263.2560041,2895.816045,,,,,,,,,72.75237358,,88.53724819,,,5.221668954,39.99799565,,,31.34327226,23.78525586,261.6378145,1.891258551,0.036043975,,,,,,,64.51625582,,108.2121922,,,6.129785294,0,,,35.34454106,21.42027744,235.6230518,0,0,0,,,,,,116.678335,,88.53724819,,,5.221668954,18.399078,,,62.01966638,29.08559965,319.9415962,1.513006841,0.02847474,1.541481581,,,,,,20.59029441,,108.2121922,,,6.129785294,21.59891765,,,4.668146932,16.11993365,177.3192702,0.37825171,0.007569235,0.385820945,,,,,,20.59029441,,31.10575538,,,1.834526829,14.05247954,,,11.01181909,7.859487524,86.45436276,0.664455097,0.012663315,0.677118412,,,,,,22.6664699,,38.01814546,,,2.153574973,0,,,12.41758323,7.525577356,82.78135092,0,0,0,,,,,,40.99255195,,57.3728377,,,3.469648567,6.464140587,,,21.78934415,13.0088523,143.0973753,0.531564078,0.010004019,0.541568097,,,,,,7.233979756,,11.75106314,,,2.153574973,7.58833895,,,1.640058162,3.036701498,33.40371648,0.132891019,0.002659296,0.135550316,,,,,,417.7569542,,118.8100486,,,129.7272167,1059.661836,,,112.1605735,183.8116629,2021.928292,,,,,,,,,370.4637141,,145.2122816,,,152.2884717,0,,,126.4789446,79.4443412,873.8877532,,,,,,,,,669.9875681,,118.8100486,,,129.7272167,487.4444444,,,221.9347518,162.790403,1790.694433,,,,,,,,,118.2331003,,145.2122816,,,152.2884717,572.2173913,,,16.70476626,100.4656011,1105.121612,,,,,,,,
FRANKLIN,KANSAS,KANSAS_FRANKLIN,2012,1494649984,25.0593984,,25.87994852,,,29.63581583,1.662104348,,,0.651658323,8.288892543,91.17781797,0.222501006,,0.222501006,,0,,,,16.76606475,,17.31505623,,,19.82793038,1.112035838,,,0.435993932,5.545708113,61.00278925,0.148864957,,0.148864957,0,,,,,244.5654458,,387.2794392,,,103.2085386,277.294686,,,168.7522306,118.110034,1299.210374,,,,,,,,,13.28148115,,11.64597683,,,13.63247528,1.662104348,,,0.306279412,4.052831703,44.58114873,0.17115462,,,,,,,,11.77791725,,14.23397169,,,16.00334055,0,,,0.345378911,4.23606084,46.59666924,0.051346386,,0.051346386,,,,,,21.30048864,,11.64597683,,,13.63247528,0.764568,,,0.60604224,4.7949551,52.7445061,0.178000805,,0.178000805,,,,,,3.758909761,,14.23397169,,,16.00334055,0.897536348,,,0.045616083,3.493937443,38.43331187,0.044500201,,0.044500201,,,,,,3.758909761,,7.791775305,,,9.120847976,1.112035838,,,0.204917148,2.198848603,24.18733463,0.114511506,,0.114511506,,,,,,7.880050431,,9.523280928,,,10.70708241,0,,,0.231076784,2.834149055,31.1756396,0.034353452,,0.034353452,,,,,,14.25115503,,14.37149667,,,17.25029943,0.511536486,,,0.405474357,4.678996198,51.46895818,0.119091966,,0.119091966,,,,,,2.514909712,,2.94355956,,,10.70708241,0.600499353,,,0.030519575,1.679657061,18.47622767,0.029772991,,0.029772991,,,,,,129.6196863,,174.2757476,,,47.47592778,277.294686,,,79.31354839,70.79795961,778.7775557,,,,,,,,,114.9457595,,213.0036915,,,55.73261087,0,,,89.43868222,47.31207442,520.4328186,,,,,,,,,207.8806289,,174.2757476,,,47.47592778,127.5555556,,,156.9395745,71.41274344,785.5401778,,,,,,,,,36.68481687,,213.0036915,,,55.73261087,149.7391304,,,11.81265614,46.69729059,513.6701964,,,,,,,,
GEARY,KANSAS,KANSAS_GEARY,2012,1047960000,17.12990377,,14.61751227,,,9.286632799,6.152673913,,,3.060551819,5.024727457,55.27200203,0.77019579,,0.77019579,,0,,,,16.34595192,,13.94854028,,,8.861629068,5.871096142,,,2.920485342,4.794770275,52.74247302,0.734947698,,0.734947698,0,,,,,422.960587,,293.4359584,,,147.2529469,514.9758454,,,302.2767228,168.0902061,1848.992267,,,,,,,,,9.078849,,6.577880521,,,4.271851087,6.152673913,,,1.438459355,2.751971388,30.27168526,0.77019579,,,,,,,,8.051054774,,8.039631748,,,5.014781711,0,,,1.622092464,2.27275607,25.00031677,0,,0,,,,,,14.56041821,,6.577880521,,,4.271851087,2.83023,,,2.846313191,3.108669301,34.19536231,0.616156632,,0.616156632,,,,,,2.569485566,,8.039631748,,,5.014781711,3.322443913,,,0.214238627,1.916058157,21.07663972,0.154039158,,0.154039158,,,,,,2.569485566,,6.276843125,,,4.076349371,5.871096142,,,1.372628111,2.016640232,22.18304255,0.734947698,,0.734947698,,,,,,7.682597402,,7.671697153,,,4.785279697,0,,,1.547857231,2.168743148,23.85617463,0,,0,,,,,,13.89405913,,11.57728843,,,7.70961729,2.700704225,,,2.716051368,3.859772044,42.45749249,0.587958159,,0.587958159,,,,,,2.451892788,,2.371251847,,,4.785279697,3.170391917,,,0.204433974,1.298325022,14.28157524,0.14698954,,0.14698954,,,,,,224.1691111,,132.0461813,,,67.73635556,514.9758454,,,142.0700597,108.0997553,1189.097308,,,,,,,,,198.7914759,,161.3897771,,,79.5165913,0,,,160.2066631,59.99045074,659.8949582,,,,,,,,,359.516499,,132.0461813,,,67.73635556,236.8888889,,,281.1173522,107.7305277,1185.035805,,,,,,,,,63.44408805,,161.3897771,,,79.5165913,278.0869565,,,21.1593706,60.35967836,663.956462,,,,,,,,
GOVE,KANSAS,KANSAS_GOVE,2012,2775249920,72.87176837,,153.5285508,,,1.006858869,4.931765217,,,26.43580398,25.87747472,284.6522219,,,0,,0,,,,26.2577319,,55.32062164,,,0.362799351,1.777052647,,,9.525557965,9.324376351,102.5681399,,,0,0,,,,,272.621655,,352.9635395,,,184.7235628,574.3961353,,,203.979969,158.8684861,1747.553348,,,,,,,,,38.62203724,,69.08784785,,,0.46315508,4.931765217,,,12.42482787,12.55296333,138.0825966,,,,,,,,,34.24973113,,84.44070292,,,0.543703789,0,,,14.01097611,13.3245114,146.5696254,,,0,,,,,,61.94100311,,69.08784785,,,0.46315508,2.268612,,,24.5852977,15.83459157,174.1805073,,,0,,,,,,10.93076526,,84.44070292,,,0.543703789,2.663153217,,,1.850506279,10.04288315,110.4717146,,,0,,,,,,10.93076526,,24.89427974,,,0.166887701,1.777052647,,,4.477012244,4.224599758,46.47059734,,,0,,,,,,12.341134,,30.4263419,,,0.195911649,0,,,5.048545722,4.801193327,52.81312659,,,0,,,,,,22.31907212,,45.91611596,,,0.315635435,0.817444218,,,8.858768908,7.822703664,86.0497403,,,0,,,,,,3.938659786,,9.404505678,,,0.195911649,0.95960843,,,0.666789058,1.51654746,16.68202206,,,0,,,,,,144.4894771,,158.8335928,,,84.97283889,574.3961353,,,95.87058542,105.8562629,1164.418892,,,,,,,,,128.1321778,,194.1299467,,,99.75072391,0,,,108.1093836,53.0122232,583.1344552,,,,,,,,,231.7284067,,158.8335928,,,84.97283889,264.2222222,,,189.7013712,92.94584317,1022.404275,,,,,,,,,40.89324824,,194.1299467,,,99.75072391,310.173913,,,14.27859783,65.92264297,725.1490727,,,,,,,,
GRAHAM,KANSAS,KANSAS_GRAHAM,2012,2327859968,32.3581524,,99.32772177,,,3.75892148,4.837108696,,,43.71756651,18.39994708,202.3994179,,,0,,0,,,,13.90038612,,42.66911375,,,1.614754122,2.077920821,,,18.78015306,7.904232788,86.94656067,,,0,0,,,,,295.9136022,,297.6379053,,,109.7823309,445.6521739,,,234.6621927,138.3648205,1522.013026,,,,,,,,,17.14982077,,44.69747479,,,1.729103881,4.837108696,,,20.54725626,8.89607644,97.85684084,,,,,,,,,15.20833163,,54.63024697,,,2.029817599,0,,,23.17031025,9.503870645,104.5425771,,,0,,,,,,27.50442954,,44.69747479,,,1.729103881,2.22507,,,40.65733685,11.68134151,128.4947566,,,0,,,,,,4.85372286,,54.63024697,,,2.029817599,2.612038696,,,3.060229655,6.718605578,73.90466136,,,0,,,,,,4.85372286,,19.20110119,,,0.742786896,2.077920821,,,8.826671939,3.57022037,39.27242407,,,0,,,,,,6.533181478,,23.46801256,,,0.871967226,0,,,9.953481123,4.082664239,44.90930663,,,0,,,,,,11.81532821,,35.41536441,,,1.404836087,0.955843578,,,17.46554235,6.705691463,73.76260609,,,0,,,,,,2.085057919,,7.253749337,,,0.871967226,1.122077243,,,1.314610714,1.264746244,13.91220868,,,0,,,,,,156.8342092,,133.9370574,,,50.49987222,445.6521739,,,110.2912306,89.72145433,986.9359976,,,,,,,,,139.079393,,163.7008479,,,59.2824587,0,,,124.3709621,48.64336618,535.077028,,,,,,,,,251.5265618,,133.9370574,,,50.49987222,205,,,218.2358392,85.91993307,945.1192638,,,,,,,,,44.38704033,,163.7008479,,,59.2824587,240.6521739,,,16.42635349,52.44488744,576.8937618,,,,,,,,
GRANT,KANSAS,KANSAS_GRANT,2012,1489890048,148.452377,,93.72174683,,,0.703187431,24.26375543,,,12.42630062,27.95673673,307.524104,,,0,,0,,,,99.63982051,,62.90514321,,,0.471972702,16.28560139,,,8.340414539,18.76429523,206.4072476,,,0,0,,,,,927.9723517,,220.6022122,,,282.0156884,1099.275362,,,306.8222375,283.6687852,3120.356637,,,,,,,,,78.67975979,,42.17478608,,,0.323466218,24.26375543,,,5.84036129,15.12821288,166.4103417,,,,,,,,,69.77261717,,51.54696076,,,0.379721213,0,,,6.585939327,12.82852385,141.1137623,,,0,,,,,,126.1845204,,42.17478608,,,0.323466218,11.1613275,,,11.55645957,19.14005598,210.5406158,,,0,,,,,,22.26785654,,51.54696076,,,0.379721213,13.10242793,,,0.869841043,8.816680749,96.98348824,,,0,,,,,,22.26785654,,28.30731444,,,0.217107443,16.28560139,,,3.919994833,7.099787465,78.09766212,,,0,,,,,,46.83071564,,34.59782876,,,0.254865259,0,,,4.420419706,8.610382937,94.71421231,,,0,,,,,,84.69384743,,52.21126886,,,0.410616251,7.491376639,,,7.756585521,15.25636947,167.8200642,,,0,,,,,,14.94597308,,10.69387435,,,0.254865259,8.79422475,,,0.583829018,3.527276645,38.80004309,,,0,,,,,,491.8253464,,99.27099548,,,129.7272167,1099.275362,,,144.2064516,196.4305372,2160.73591,,,,,,,,,436.1470053,,121.3312167,,,152.2884717,0,,,162.6157859,87.23824796,959.6207276,,,,,,,,,788.776499,,99.27099548,,,129.7272167,505.6666667,,,285.3446809,180.8786059,1989.664664,,,,,,,,,139.1958528,,121.3312167,,,152.2884717,593.6086957,,,21.47755662,102.7901793,1130.691973,,,,,,,,
GRAY,KANSAS,KANSAS_GRAY,2012,2251360000,310.3514068,,127.4120536,,,8.677248026,75.7428488,,,70.71485518,59.28984125,652.1882537,4.167614997,,4.167614997,,0,,,,137.8506355,,56.59337185,,,3.854225013,33.64315294,,,31.40983902,26.33512244,289.6863468,1.851154412,,1.851154412,0,,,,,1049.725712,,233.2080529,,,382.5947101,891.3043478,,,249.4351153,280.6267938,3086.894732,,,,,,,,,164.4862456,,57.33542414,,,3.991534092,75.7428488,,,33.23598194,33.47920346,368.271238,4.167614997,,,,,,,,145.8651612,,70.07662951,,,4.685713934,0,,,37.47887325,25.81063779,283.9170157,0,,0,,,,,,263.7986958,,57.33542414,,,3.991534092,34.84171045,,,65.76481532,42.57321798,468.3053978,3.334091998,,3.334091998,,,,,,46.55271102,,70.07662951,,,4.685713934,40.90113835,,,4.950039863,16.71662327,183.8828559,0.833522999,,0.833522999,,,,,,46.55271102,,25.46701733,,,1.772943506,33.64315294,,,14.76262434,12.21984491,134.4182941,1.851154412,,1.851154412,,,,,,64.7897987,,31.12635452,,,2.081281507,0,,,16.64721468,11.46446494,126.1091143,0,,0,,,,,,117.1730402,,46.97249864,,,3.353175762,15.47585035,,,29.21115029,21.21857152,233.4042868,1.48092353,,1.48092353,,,,,,20.67759533,,9.620873215,,,2.081281507,18.16730259,,,2.198688732,5.274574137,58.02031551,0.370230882,,0.370230882,,,,,,556.3546275,,104.9436238,,,175.9935667,891.3043478,,,117.2345042,184.583067,2030.413737,,,,,,,,,493.3710847,,128.2644291,,,206.6011435,0,,,132.2006111,96.04372684,1056.480995,,,,,,,,,892.2668553,,104.9436238,,,175.9935667,410,,,231.9746572,181.5178703,1996.696573,,,,,,,,,157.4588568,,128.2644291,,,206.6011435,481.3043478,,,17.46045807,99.10892353,1090.198159,,,,,,,,
GREELEY,KANSAS,KANSAS_GREELEY,2012,2016189952,45.19378868,,174.6034995,,,0.236907969,0.723159783,,,21.61485957,24.23722155,266.609437,,,0,,0,,,,22.41544188,,86.600719,,,0.117502802,0.358676414,,,10.72064641,12.02129865,132.2342852,,,0,0,,,,,359.966457,,239.5109732,,,184.7235628,505.0724638,,,172.1613666,146.1434823,1607.578306,,,,,,,,,23.952708,,78.57157477,,,0.108977666,0.723159783,,,10.158984,11.35154042,124.8669446,,,,,,,,,21.24108068,,96.03192472,,,0.127930303,0,,,11.45587557,12.88568113,141.7424924,,,0,,,,,,38.41472038,,78.57157477,,,0.108977666,0.3326535,,,20.1018194,13.75297457,151.2827203,,,0,,,,,,6.779068302,,96.03192472,,,0.127930303,0.390506283,,,1.51304017,10.48424698,115.3267168,,,0,,,,,,6.779068302,,38.97032355,,,0.054051289,0.358676414,,,5.038703814,5.120082337,56.32090571,,,0,,,,,,10.53525768,,47.63039545,,,0.063451513,0,,,5.681942598,6.391104724,70.30215197,,,0,,,,,,19.05312559,,71.87859677,,,0.102227438,0.164991151,,,9.970201163,10.11691421,111.2860563,,,0,,,,,,3.362316281,,14.72212223,,,0.063451513,0.193685264,,,0.750445249,1.909202054,21.00122259,,,0,,,,,,190.7822222,,107.779938,,,84.97283889,505.0724638,,,80.91584229,96.95233051,1066.475636,,,,,,,,,169.1842348,,131.7310353,,,99.75072391,0,,,91.24552429,49.19115183,541.1026701,,,,,,,,,305.9714885,,107.779938,,,84.97283889,232.3333333,,,160.1100709,89.11676696,980.2844365,,,,,,,,,53.99496855,,131.7310353,,,99.75072391,272.7391304,,,12.05129566,57.02671538,627.2938692,,,,,,,,
GREENWOOD,KANSAS,KANSAS_GREENWOOD,2012,2985070080,8.749757607,,7.48436998,,,10.39661682,2.136991304,,,0.437221688,2.92049574,32.12545314,1.634526621,0.048058633,1.682585254,,0,,,,2.931173263,,2.507267762,,,3.48287194,0.715893177,,,0.146469489,0.978367563,10.76204319,0.547567252,0.016099667,0.563666919,0,,,,,284.2676286,,354.3641885,,,93.34785024,356.5217391,,,107.9559724,119.6457379,1316.103117,,,,,,,,,4.637371532,,3.367966491,,,4.782443738,2.136991304,,,0.205494194,1.513026726,16.64329398,1.634526621,0.048058633,,,,,,,4.112386075,,4.116403489,,,5.614173083,0,,,0.231727495,1.407469014,15.48215916,0,0,0,,,,,,7.437293966,,3.367966491,,,4.782443738,0.983016,,,0.40661617,1.697733636,18.67507,1.307621297,0.03796632,1.345587617,,,,,,1.312463641,,4.116403489,,,5.614173083,1.153975304,,,0.030605518,1.222762104,13.45038314,0.326905324,0.010092313,0.336997637,,,,,,1.312463641,,1.128270493,,,1.602121092,0.715893177,,,0.06884066,0.482758906,5.31034797,0.547567252,0.016099667,0.563666919,,,,,,1.377651434,,1.378997269,,,1.880750848,0,,,0.077628829,0.471502838,5.186531218,0,,0,,,,,,2.491497274,,2.081032243,,,3.030098588,0.329310862,,,0.136216625,0.806815559,8.874971149,0.438053802,0.012718737,0.450772538,,,,,,0.439675989,,0.42623552,,,1.880750848,0.386582316,,,0.010252864,0.314349754,3.45784729,0.10951345,0.00338093,0.11289438,,,,,,150.6618431,,159.4638848,,,42.94001111,356.5217391,,,50.73930705,76.03267852,836.3594638,,,,,,,,,133.6057854,,194.9003037,,,50.40783913,0,,,57.2166654,43.61305936,479.743653,,,,,,,,,241.6274843,,159.4638848,,,42.94001111,164,,,100.3990544,70.84304346,779.273478,,,,,,,,,42.64014428,,194.9003037,,,50.40783913,192.5217391,,,7.556918071,48.80269443,536.8296387,,,,,,,,
HAMILTON,KANSAS,KANSAS_HAMILTON,2012,2584250112,20.90855902,,101.7428433,,,0.602732084,37.31071304,,,7.704306383,16.82691538,185.0960692,0.667503018,,0.667503018,,0,,,,8.090764482,,39.37035459,,,0.233232875,14.43773297,,,2.981254155,6.511333908,71.62467298,0.2582966,,0.2582966,0,,,,,622.0008632,,193.9898818,,,282.0156884,950.7246377,,,105.6832151,215.4414286,2369.855715,,,,,,,,,11.08153628,,45.78427947,,,0.277256759,37.31071304,,,3.621024,9.807480955,107.8822905,0.667503018,,,,,,,,9.827022738,,55.9585638,,,0.325475325,0,,,4.083282383,7.019434424,77.21377867,0,,0,,,,,,17.77227517,,45.78427947,,,0.277256759,17.162928,,,7.165004936,8.816174433,96.97791876,0.534002414,,0.534002414,,,,,,3.136283853,,55.9585638,,,0.325475325,20.14778504,,,0.539301447,8.010740947,88.11815041,0.133500604,,0.133500604,,,,,,3.136283853,,17.71665957,,,0.107287123,14.43773297,,,1.401189453,3.679915296,40.47906826,0.2582966,,0.2582966,,,,,,3.802659306,,21.65369503,,,0.125945753,0,,,1.580064702,2.716236479,29.87860127,0,,0,,,,,,6.877149809,,32.67739431,,,0.202912601,6.641357166,,,2.772566364,4.917138025,54.08851828,0.20663728,,0.20663728,,,,,,1.213614672,,6.692960281,,,0.125945753,7.796375804,,,0.208687791,1.60375843,17.64134273,0.05165932,,0.05165932,,,,,,329.6604575,,87.29544682,,,129.7272167,950.7246377,,,49.67111111,154.707887,1701.786757,,,,,,,,,292.3404057,,106.694435,,,152.2884717,0,,,56.01210402,60.73354165,668.0689581,,,,,,,,,528.7007338,,87.29544682,,,129.7272167,437.3333333,,,98.28539007,128.1342121,1409.476333,,,,,,,,,93.30012949,,106.694435,,,152.2884717,513.3913043,,,7.397825059,87.30721656,960.3793822,,,,,,,,
HARPER,KANSAS,KANSAS_HARPER,2012,2079420032,3.279122381,,256.6112688,,,4.410934413,13.48383582,,,3.68186685,28.14670283,309.6137311,0.650387556,,0.650387556,,0,,,,1.576940844,,123.4052115,,,2.12123301,6.484421431,,,1.770621997,13.53584288,148.8942717,0.312773536,,0.312773536,0,,,,,426.1367616,,282.2307667,,,191.2973551,584.2995169,,,113.6378657,159.7602266,1757.362493,,,,,,,,,1.737934862,,115.475071,,,2.02902983,13.48383582,,,1.730477419,13.44563489,147.9019838,0.650387556,,,,,,,,1.541187519,,141.1361979,,,2.381904583,0,,,1.95138943,14.70106794,161.7117473,0,,0,,,,,,2.787254024,,115.475071,,,2.02902983,6.202564477,,,3.42413617,12.99180555,142.909861,0.520310045,,0.520310045,,,,,,0.491868357,,141.1361979,,,2.381904583,7.281271343,,,0.257730679,15.15489728,166.7038701,0.130077511,,0.130077511,,,,,,0.491868357,,55.53234518,,,0.975767184,6.484421431,,,0.832192339,6.431659449,70.74825394,0.312773536,,0.312773536,,,,,,0.741162197,,67.87286633,,,1.145465825,0,,,0.938429658,7.069792401,77.76771641,0,,0,,,,,,1.340399718,,102.4263255,,,1.845472718,2.982833858,,,1.646678457,11.02417103,121.2658813,0.250218829,,0.250218829,,,,,,0.236541127,,20.97888596,,,1.145465825,3.501587573,,,0.12394354,2.598642402,28.58506642,0.062554707,,0.062554707,,,,,,225.8524837,,127.003845,,,87.99678333,584.2995169,,,53.40979689,107.8562426,1186.418668,,,,,,,,,200.284278,,155.2269217,,,103.3005717,0,,,60.22806884,51.90398402,570.9438242,,,,,,,,,362.2162474,,127.003845,,,87.99678333,268.7777778,,,105.6832151,95.16778686,1046.845655,,,,,,,,,63.92051424,,155.2269217,,,103.3005717,315.5217391,,,7.954650601,64.59243974,710.5168371,,,,,,,,
HARVEY,KANSAS,KANSAS_HARVEY,2012,1400409984,94.80940796,,180.9111785,,,42.42645002,5.068134783,,,16.57070199,33.97858733,373.7644606,1.103947299,0.048058633,1.152005932,,0,,,,67.70117969,,129.1844393,,,30.29573518,3.619036454,,,11.83275054,24.26331411,266.8964552,0.788302934,0.034317545,0.822620479,0,,,,,492.8364287,,378.8755454,,,133.4479831,356.5217391,,,215.3437556,157.7025452,1734.727997,,,,,,,,,50.24898622,,81.41003034,,,19.51616701,5.068134783,,,7.788229935,16.40315483,180.4347031,1.095389568,0.048058633,,,,,,,44.56042174,,99.50114819,,,22.91028301,0,,,8.782472055,17.5754325,193.3297575,0.008557731,0,0.008557731,,,,,,80.58799677,,81.41003034,,,19.51616701,2.331342,,,15.41075285,19.9256289,219.1819179,0.883157839,0.03796632,0.921124159,,,,,,14.22141119,,99.50114819,,,22.91028301,2.736792783,,,1.159949139,14.05295843,154.5825428,0.22078946,0.010092313,0.230881773,,,,,,14.22141119,,58.13299767,,,13.93603818,3.619036454,,,5.561392752,9.547087626,105.0179639,0.782192058,0.034317545,0.816509604,,,,,,31.81955445,,71.0514416,,,16.359697,0,,,6.271357785,12.55020508,138.0522559,0.006110875,,0.006110875,,,,,,57.54600273,,107.2230846,,,26.35728961,1.664756769,,,11.004458,20.37955917,224.1751509,0.630642347,0.027110861,0.657753208,,,,,,10.15517695,,21.96135468,,,16.359697,1.954279685,,,0.828292538,5.125880085,56.38468094,0.157660587,0.007206684,0.164867271,,,,,,261.2033072,,170.4939954,,,61.38607222,356.5217391,,,101.2115651,95.08166791,1045.898347,,,,,,,,,231.6331215,,208.38155,,,72.06191087,0,,,114.1321904,62.62087727,688.82965,,,,,,,,,418.9109644,,170.4939954,,,61.38607222,164,,,200.2696927,101.5060725,1116.566797,,,,,,,,,73.9254643,,208.38155,,,72.06191087,192.5217391,,,15.07406289,56.19647271,618.1611999,,,,,,,,
HASKELL,KANSAS,KANSAS_HASKELL,2012,1496630016,318.9238624,,94.62029116,,,5.404643315,29.52,,,44.1824022,49.26511991,541.916319,,,0,,0,,,,213.0946587,,63.22223271,,,3.611208687,19.72431375,,,29.52125891,32.91736727,362.09104,,,0,0,,,,,1003.141818,,212.1983184,,,266.8959662,792.2705314,,,272.7308778,254.7237511,2801.961263,,,,,,,,,169.0296471,,42.57913102,,,2.486135925,29.52,,,20.76572903,26.43806431,290.8187074,,,,,,,,,149.8942153,,52.04116014,,,2.91850739,0,,,23.41667316,22.8270556,251.0976116,,,0,,,,,,271.085283,,42.57913102,,,2.486135925,13.5792,,,41.08963404,37.0819384,407.9013224,,,0,,,,,,47.83857936,,52.04116014,,,2.91850739,15.9408,,,3.092768154,12.1831815,134.0149965,,,0,,,,,,47.83857936,,28.45000472,,,1.661155996,19.72431375,,,13.87499169,11.15490455,122.7039501,,,0,,,,,,100.1544896,,34.77222799,,,1.950052691,0,,,15.64626722,15.25230375,167.7753412,,,0,,,,,,181.1304599,,52.47445315,,,3.141751558,9.073184324,,,27.45477079,27.32746197,300.6020817,,,0,,,,,,31.9641988,,10.74777956,,,1.950052691,10.65112942,,,2.066488124,5.73796486,63.11761346,,,0,,,,,,531.6651634,,95.48924327,,,122.7721444,792.2705314,,,128.1835125,167.0380595,1837.418655,,,,,,,,,471.4766543,,116.7090751,,,144.1238217,0,,,144.5473652,87.68569164,964.542608,,,,,,,,,852.6705451,,95.48924327,,,122.7721444,364.4444444,,,253.6397163,168.9016094,1857.917703,,,,,,,,,150.4712727,,116.7090751,,,144.1238217,427.826087,,,19.09116144,85.82214179,944.0435597,,,,,,,,
