State,States,COUNTY,County,Species_Group,Growing_Stock,Non_growing_Stock,All_Sources,Growing_Stock,Non_growing_Stock,All_Sources,Growing_Stock,Non_rowing_Stock,All_Sources,Growing_Stock,Non_growing_Stock,All_Sources,Hardwood_Density_lb_ft3,Df,CC,Percentshoot,HANPP_lb_C_perthousand_cubicfeet,TotalHANPP_Harvest_in_Tonnes,HANPP_harvest_used_in_Tonnes,HANPP_Harvest_unused_in_Tonnes,HANPP_Harvest_above_ground_in_Tonnes,HANPP_Harvest_below_ground_in_Tonnes,Stcnty
NC 1997,NORTH CAROLINA,ASHE,Ashe,Hardwood,"3,160",511,"3,671",439,379,818,443,283,726,"4,043","1,172","5,215",43,0.78,0.45,0.80,18866,44629,31415,13213,35703,8926,NORTH CAROLINA_ASHE
NC 1997,NORTH CAROLINA,AVERY,Avery,Hardwood,"1,106",179,"1,285",154,132,286,155,99,254,"1,415",410,"1,825",43,0.78,0.45,0.80,18866,15618,10997,4621,12494,3124,NORTH CAROLINA_AVERY
NC 1997,NORTH CAROLINA,BEAUFORT,Beaufort,Hardwood,"6,567","1,254","7,821",936,806,"1,742",945,602,"1,547","8,447","2,663","11,110",43,0.78,0.45,0.80,18866,95076,66930,28146,76061,19015,NORTH CAROLINA_BEAUFORT
NC 1997,NORTH CAROLINA,BERTIE,Bertie,Hardwood,"8,656","1,676","10,332","1,236","1,065","2,301","1,248",796,"2,044","11,140","3,537","14,677",43,0.78,0.45,0.80,18866,125602,88418,37183,100481,25120,NORTH CAROLINA_BERTIE
NC 1997,NORTH CAROLINA,BLADEN,Bladen,Hardwood,"6,509","1,259","7,768",929,801,"1,730",938,599,"1,537","8,377","2,658","11,035",43,0.78,0.45,0.80,18866,94435,66476,27958,75548,18887,NORTH CAROLINA_BLADEN
NC 1997,NORTH CAROLINA,BRUNSWICK,Brunswick,Hardwood,"2,992",624,"3,616",432,373,805,437,278,715,"3,861","1,275","5,136",43,0.78,0.45,0.80,18866,43953,30945,13008,35162,8791,NORTH CAROLINA_BRUNSWICK
NC 1997,NORTH CAROLINA,BUNCOMBE,Buncombe,Hardwood,"4,806",925,"5,731",686,591,"1,277",692,442,"1,134","6,184","1,958","8,142",43,0.78,0.45,0.80,18866,69677,49044,20633,55742,13935,NORTH CAROLINA_BUNCOMBE
NC 1997,NORTH CAROLINA,BURKE,Burke,Hardwood,"2,078",344,"2,422",290,250,540,292,187,479,"2,660",781,"3,441",43,0.78,0.45,0.80,18866,29447,20727,8720,23558,5889,NORTH CAROLINA_BURKE
NC 1997,NORTH CAROLINA,CABARRUS,Cabarrus,Hardwood,"1,652",286,"1,938",232,200,432,234,149,383,"2,118",635,"2,753",43,0.78,0.45,0.80,18866,23559,16585,6975,18848,4712,NORTH CAROLINA_CABARRUS
NC 1997,NORTH CAROLINA,CALDWELL,Caldwell,Hardwood,"3,243",560,"3,803",455,392,847,459,293,752,"4,157","1,245","5,402",43,0.78,0.45,0.80,18866,46229,32545,13684,36983,9246,NORTH CAROLINA_CALDWELL
NC 1997,NORTH CAROLINA,CAMDEN,Camden,Hardwood,"1,571",302,"1,873",224,193,417,227,144,371,"2,021",640,"2,661",43,0.78,0.45,0.80,18866,22772,16029,6743,18218,4554,NORTH CAROLINA_CAMDEN
NC 1997,NORTH CAROLINA,CARTERET,Carteret,Hardwood,135,23,158,19,16,35,19,12,31,173,51,224,43,0.78,0.45,0.80,18866,1917,1352,565,1534,383,NORTH CAROLINA_CARTERET
NC 1997,NORTH CAROLINA,CASWELL,Caswell,Hardwood,"2,642",475,"3,117",373,321,694,377,240,617,"3,391","1,037","4,428",43,0.78,0.45,0.80,18866,37894,26674,11219,30315,7579,NORTH CAROLINA_CASWELL
NC 1997,NORTH CAROLINA,CATAWBA,Catawba,Hardwood,797,140,937,112,97,209,113,72,185,"1,022",309,"1,331",43,0.78,0.45,0.80,18866,11390,8019,3372,9112,2278,NORTH CAROLINA_CATAWBA
NC 1997,NORTH CAROLINA,CHATHAM,Chatham,Hardwood,"3,230",526,"3,756",449,387,836,454,289,743,"4,133","1,202","5,335",43,0.78,0.45,0.80,18866,45655,32143,13513,36524,9131,NORTH CAROLINA_CHATHAM
NC 1997,NORTH CAROLINA,CHEROKEE,Cherokee,Hardwood,"1,230",210,"1,440",172,149,321,174,111,285,"1,577",469,"2,046",43,0.78,0.45,0.80,18866,17509,12323,5186,14007,3502,NORTH CAROLINA_CHEROKEE
NC 1997,NORTH CAROLINA,CHOWAN,Chowan,Hardwood,"3,006",586,"3,592",430,370,800,434,277,711,"3,870","1,233","5,103",43,0.78,0.45,0.80,18866,43670,30739,12931,34936,8734,NORTH CAROLINA_CHOWAN
NC 1997,NORTH CAROLINA,CLAY,Clay,Hardwood,673,119,792,95,81,176,96,61,157,863,262,"1,125",43,0.78,0.45,0.80,18866,9627,6778,2850,7702,1925,NORTH CAROLINA_CLAY
NC 1997,NORTH CAROLINA,CLEVELAND,Cleveland,Hardwood,"2,939",572,"3,511",420,362,782,424,271,695,"3,784","1,204","4,988",43,0.78,0.45,0.80,18866,42686,30046,12640,34149,8537,NORTH CAROLINA_CLEVELAND
NC 1997,NORTH CAROLINA,COLUMBUS,Columbus,Hardwood,"4,699",942,"5,641",675,581,"1,256",681,435,"1,116","6,055","1,958","8,013",43,0.78,0.45,0.80,18866,68573,48274,20299,54858,13715,NORTH CAROLINA_COLUMBUS
NC 1997,NORTH CAROLINA,CRAVEN,Craven,Hardwood,"3,421",645,"4,066",487,419,906,491,313,804,"4,399","1,377","5,776",43,0.78,0.45,0.80,18866,49429,34796,14634,39544,9886,NORTH CAROLINA_CRAVEN
NC 1997,NORTH CAROLINA,CUMBERLAND,Cumberland,Hardwood,"2,509",490,"2,999",359,309,668,362,231,593,"3,230","1,030","4,260",43,0.78,0.45,0.80,18866,36456,25665,10791,29165,7291,NORTH CAROLINA_CUMBERLAND
NC 1997,NORTH CAROLINA,CURRITUCK,Currituck,Hardwood,905,161,"1,066",127,110,237,129,82,211,"1,161",353,"1,514",43,0.78,0.45,0.80,18866,12956,9123,3834,10365,2591,NORTH CAROLINA_CURRITUCK
NC 1997,NORTH CAROLINA,DARE,Dare,Hardwood,6,1,7,1,1,2,1,0,1,7,3,10,43,0.78,0.45,0.80,18866,86,60,26,68,17,NORTH CAROLINA_DARE
NC 1997,NORTH CAROLINA,DAVIDSON,Davidson,Hardwood,"2,917",458,"3,375",404,348,752,408,260,668,"3,729","1,066","4,795",43,0.78,0.45,0.80,18866,41034,28882,12152,32827,8207,NORTH CAROLINA_DAVIDSON
NC 1997,NORTH CAROLINA,DAVIE,Davie,Hardwood,"2,049",336,"2,385",285,246,531,288,184,472,"2,622",766,"3,388",43,0.78,0.45,0.80,18866,28994,20410,8583,23195,5799,NORTH CAROLINA_DAVIE
NC 1997,NORTH CAROLINA,DUPLIN,Duplin,Hardwood,"8,513","1,572","10,085","1,206","1,040","2,246","1,218",777,"1,995","10,937","3,389","14,326",43,0.78,0.45,0.80,18866,122598,86305,36293,98078,24520,NORTH CAROLINA_DUPLIN
NC 1997,NORTH CAROLINA,DURHAM,Durham,Hardwood,309,39,348,42,36,78,42,27,69,393,102,495,43,0.78,0.45,0.80,18866,4236,2978,1258,3389,847,NORTH CAROLINA_DURHAM
NC 1997,NORTH CAROLINA,EDGECOMBE,Edgecombe,Hardwood,"4,174",775,"4,949",592,510,"1,102",598,381,979,"5,364","1,666","7,030",43,0.78,0.45,0.80,18866,60161,42352,17809,48129,12032,NORTH CAROLINA_EDGECOMBE
NC 1997,NORTH CAROLINA,FORSYTH,Forsyth,Hardwood,"1,282",207,"1,489",178,154,332,180,115,295,"1,641",475,"2,116",43,0.78,0.45,0.80,18866,18108,12742,5366,14487,3622,NORTH CAROLINA_FORSYTH
NC 1997,NORTH CAROLINA,FRANKLIN,Franklin,Hardwood,"6,160","1,156","7,316",875,754,"1,629",884,563,"1,447","7,918","2,474","10,392",43,0.78,0.45,0.80,18866,88932,62608,26324,71146,17786,NORTH CAROLINA_FRANKLIN
NC 1997,NORTH CAROLINA,GASTON,Gaston,Hardwood,586,84,670,80,69,149,81,52,133,747,205,952,43,0.78,0.45,0.80,18866,8147,5734,2413,6518,1629,NORTH CAROLINA_GASTON
NC 1997,NORTH CAROLINA,GATES,Gates,Hardwood,"6,602","1,307","7,909",946,816,"1,762",956,609,"1,565","8,504","2,732","11,236",43,0.78,0.45,0.80,18866,96155,67683,28472,76924,19231,NORTH CAROLINA_GATES
NC 1997,NORTH CAROLINA,GRAHAM,Graham,Hardwood,"1,546",242,"1,788",214,184,398,216,138,354,"1,976",564,"2,540",43,0.78,0.45,0.80,18866,21737,15301,6435,17389,4347,NORTH CAROLINA_GRAHAM
NC 1997,NORTH CAROLINA,GRANVILLE,Granville,Hardwood,"1,908",345,"2,253",270,232,502,272,174,446,"2,450",751,"3,201",43,0.78,0.45,0.80,18866,27393,19281,8113,21915,5479,NORTH CAROLINA_GRANVILLE
NC 1997,NORTH CAROLINA,GREENE,Greene,Hardwood,"2,948",534,"3,482",417,359,776,421,268,689,"3,786","1,161","4,947",43,0.78,0.45,0.80,18866,42335,29798,12537,33868,8467,NORTH CAROLINA_GREENE
NC 1997,NORTH CAROLINA,GUILFORD,Guilford,Hardwood,"2,843",492,"3,335",399,344,743,403,257,660,"3,645","1,093","4,738",43,0.78,0.45,0.80,18866,40547,28540,12006,32437,8109,NORTH CAROLINA_GUILFORD
NC 1997,NORTH CAROLINA,HALIFAX,Halifax,Hardwood,"10,524","1,986","12,510","1,496","1,290","2,786","1,511",964,"2,475","13,531","4,240","17,771",43,0.78,0.45,0.80,18866,152079,107057,45022,121664,30416,NORTH CAROLINA_HALIFAX
NC 1997,NORTH CAROLINA,HARNETT,Harnett,Hardwood,"2,205",313,"2,518",301,260,561,304,194,498,"2,810",767,"3,577",43,0.78,0.45,0.80,18866,30611,21548,9063,24489,6122,NORTH CAROLINA_HARNETT
NC 1997,NORTH CAROLINA,HAYWOOD,Haywood,Hardwood,"5,178",985,"6,163",737,636,"1,373",744,475,"1,219","6,660","2,095","8,755",43,0.78,0.45,0.80,18866,74923,52741,22182,59938,14985,NORTH CAROLINA_HAYWOOD
NC 1997,NORTH CAROLINA,HENDERSON,Henderson,Hardwood,"1,233",204,"1,437",172,148,320,173,111,284,"1,579",462,"2,041",43,0.78,0.45,0.80,18866,17466,12297,5169,13973,3493,NORTH CAROLINA_HENDERSON
NC 1997,NORTH CAROLINA,HERTFORD,Hertford,Hardwood,"6,201","1,185","7,386",883,762,"1,645",892,569,"1,461","7,976","2,516","10,492",43,0.78,0.45,0.80,18866,89788,63207,26580,71830,17958,NORTH CAROLINA_HERTFORD
NC 1997,NORTH CAROLINA,HOKE,Hoke,Hardwood,"1,029",185,"1,214",145,125,270,147,93,240,"1,320",404,"1,724",43,0.78,0.45,0.80,18866,14754,10389,4364,11803,2951,NORTH CAROLINA_HOKE
NC 1997,NORTH CAROLINA,HYDE,Hyde,Hardwood,"1,343",236,"1,579",189,163,352,191,121,312,"1,723",520,"2,243",43,0.78,0.45,0.80,18866,19195,13513,5682,15356,3839,NORTH CAROLINA_HYDE
NC 1997,NORTH CAROLINA,IREDELL,Iredell,Hardwood,"2,845",474,"3,319",397,342,739,401,256,657,"3,643","1,072","4,715",43,0.78,0.45,0.80,18866,40350,28403,11947,32280,8070,NORTH CAROLINA_IREDELL
NC 1997,NORTH CAROLINA,JACKSON,Jackson,Hardwood,"2,074",368,"2,442",292,252,544,295,188,483,"2,661",808,"3,469",43,0.78,0.45,0.80,18866,29687,20898,8789,23749,5937,NORTH CAROLINA_JACKSON
NC 1997,NORTH CAROLINA,JOHNSTON,Johnston,Hardwood,"5,939","1,030","6,969",833,719,"1,552",842,537,"1,379","7,615","2,285","9,900",43,0.78,0.45,0.80,18866,84722,59639,25083,67777,16944,NORTH CAROLINA_JOHNSTON
NC 1997,NORTH CAROLINA,JONES,Jones,Hardwood,"2,277",444,"2,721",325,281,606,328,210,538,"2,931",934,"3,865",43,0.78,0.45,0.80,18866,33076,23286,9790,26461,6615,NORTH CAROLINA_JONES
NC 1997,NORTH CAROLINA,LEE,Lee,Hardwood,"1,647",287,"1,934",231,200,431,234,149,383,"2,112",636,"2,748",43,0.78,0.45,0.80,18866,23517,16551,6966,18813,4703,NORTH CAROLINA_LEE
NC 1997,NORTH CAROLINA,LENOIR,Lenoir,Hardwood,"4,720",856,"5,576",667,575,"1,242",673,430,"1,103","6,061","1,860","7,921",43,0.78,0.45,0.80,18866,67786,47718,20068,54229,13557,NORTH CAROLINA_LENOIR
NC 1997,NORTH CAROLINA,LINCOLN,Lincoln,Hardwood,"2,170",411,"2,581",309,266,575,312,199,511,"2,791",876,"3,667",43,0.78,0.45,0.80,18866,31381,22088,9294,25105,6276,NORTH CAROLINA_LINCOLN
NC 1997,NORTH CAROLINA,MACON,Macon,Hardwood,"2,511",430,"2,941",352,303,655,355,227,582,"3,218",960,"4,178",43,0.78,0.45,0.80,18866,35754,25168,10586,28603,7151,NORTH CAROLINA_MACON
NC 1997,NORTH CAROLINA,MADISON,Madison,Hardwood,"3,852",646,"4,498",538,464,"1,002",543,347,890,"4,933","1,457","6,390",43,0.78,0.45,0.80,18866,54684,38493,16191,43747,10937,NORTH CAROLINA_MADISON
NC 1997,NORTH CAROLINA,MARTIN,Martin,Hardwood,"5,891","1,090","6,981",835,720,"1,555",843,538,"1,381","7,569","2,348","9,917",43,0.78,0.45,0.80,18866,84867,59742,25125,67894,16973,NORTH CAROLINA_MARTIN
NC 1997,NORTH CAROLINA,MCDOWELL,McDowell,Hardwood,"1,317",217,"1,534",184,158,342,186,118,304,"1,686",494,"2,180",43,0.78,0.45,0.80,18866,18656,13128,5528,14925,3731,NORTH CAROLINA_MCDOWELL
NC 1997,NORTH CAROLINA,MECKLENBURG,Mecklenburg,Hardwood,982,161,"1,143",137,118,255,138,88,226,"1,257",367,"1,624",43,0.78,0.45,0.80,18866,13898,9781,4116,11118,2780,NORTH CAROLINA_MECKLENBURG
NC 1997,NORTH CAROLINA,MITCHELL,Mitchell,Hardwood,"1,969",330,"2,299",275,237,512,278,177,455,"2,522",744,"3,266",43,0.78,0.45,0.80,18866,27950,19674,8275,22360,5590,NORTH CAROLINA_MITCHELL
NC 1997,NORTH CAROLINA,MONTGOMERY,Montgomery,Hardwood,"5,076",970,"6,046",723,624,"1,347",730,466,"1,196","6,530","2,059","8,589",43,0.78,0.45,0.80,18866,73502,51740,21762,58802,14700,NORTH CAROLINA_MONTGOMERY
NC 1997,NORTH CAROLINA,MOORE,Moore,Hardwood,"4,945",946,"5,891",705,607,"1,312",711,454,"1,165","6,361","2,007","8,368",43,0.78,0.45,0.80,18866,71611,50414,21197,57289,14322,NORTH CAROLINA_MOORE
NC 1997,NORTH CAROLINA,NASH,Nash,Hardwood,"6,851","1,182","8,033",961,828,"1,789",970,619,"1,589","8,782","2,629","11,411",43,0.78,0.45,0.80,18866,97652,68744,28908,78122,19530,NORTH CAROLINA_NASH
NC 1997,NORTH CAROLINA,NEW HANOVER,New Hanover,Hardwood,400,73,473,56,49,105,57,37,94,514,158,672,43,0.78,0.45,0.80,18866,5751,4048,1703,4601,1150,NORTH CAROLINA_NEW HANOVER
NC 1997,NORTH CAROLINA,NORTHAMPTON,Northampton,Hardwood,"10,127","1,997","12,124","1,450","1,250","2,700","1,464",934,"2,398","13,041","4,181","17,222",43,0.78,0.45,0.80,18866,147381,103754,43627,117905,29476,NORTH CAROLINA_NORTHAMPTON
NC 1997,NORTH CAROLINA,ONSLOW,Onslow,Hardwood,"3,449",696,"4,145",496,427,923,501,319,820,"4,445","1,443","5,888",43,0.78,0.45,0.80,18866,50388,35472,14916,40310,10078,NORTH CAROLINA_ONSLOW
NC 1997,NORTH CAROLINA,ORANGE,Orange,Hardwood,"1,157",179,"1,336",160,138,298,161,103,264,"1,478",420,"1,898",43,0.78,0.45,0.80,18866,16243,11433,4809,12994,3249,NORTH CAROLINA_ORANGE
NC 1997,NORTH CAROLINA,PAMLICO,Pamlico,Hardwood,"1,593",315,"1,908",228,197,425,230,147,377,"2,051",659,"2,710",43,0.78,0.45,0.80,18866,23191,16328,6863,18553,4638,NORTH CAROLINA_PAMLICO
NC 1997,NORTH CAROLINA,PASQUOTANK,Pasquotank,Hardwood,"2,221",434,"2,655",317,274,591,321,204,525,"2,859",912,"3,771",43,0.78,0.45,0.80,18866,32271,22721,9550,25817,6454,NORTH CAROLINA_PASQUOTANK
NC 1997,NORTH CAROLINA,PENDER,Pender,Hardwood,"5,207","1,018","6,225",745,642,"1,387",752,480,"1,232","6,704","2,140","8,844",43,0.78,0.45,0.80,18866,75685,53272,22413,60548,15137,NORTH CAROLINA_PENDER
NC 1997,NORTH CAROLINA,PERQUIMANS,Perquimans,Hardwood,"1,651",308,"1,959",234,202,436,237,151,388,"2,122",661,"2,783",43,0.78,0.45,0.80,18866,23816,16765,7052,19053,4763,NORTH CAROLINA_PERQUIMANS
NC 1997,NORTH CAROLINA,PERSON,Person,Hardwood,"2,406",444,"2,850",341,294,635,344,220,564,"3,091",958,"4,049",43,0.78,0.45,0.80,18866,34650,24390,10261,27720,6930,NORTH CAROLINA_PERSON
NC 1997,NORTH CAROLINA,PITT,Pitt,Hardwood,"3,380",628,"4,008",480,413,893,484,309,793,"4,344","1,350","5,694",43,0.78,0.45,0.80,18866,48728,34299,14428,38982,9746,NORTH CAROLINA_PITT
NC 1997,NORTH CAROLINA,POLK,Polk,Hardwood,"1,054",182,"1,236",148,127,275,150,95,245,"1,351",405,"1,756",43,0.78,0.45,0.80,18866,15027,10577,4450,12022,3005,NORTH CAROLINA_POLK
NC 1997,NORTH CAROLINA,RANDOLPH,Randolph,Hardwood,"5,518",882,"6,400",765,660,"1,425",773,493,"1,266","7,056","2,035","9,091",43,0.78,0.45,0.80,18866,77798,54769,23029,62239,15560,NORTH CAROLINA_RANDOLPH
NC 1997,NORTH CAROLINA,RICHMOND,Richmond,Hardwood,"1,275",229,"1,504",180,155,335,182,116,298,"1,637",500,"2,137",43,0.78,0.45,0.80,18866,18288,12871,5417,14630,3658,NORTH CAROLINA_RICHMOND
NC 1997,NORTH CAROLINA,ROBESON,Robeson,Hardwood,"4,643",815,"5,458",653,563,"1,216",659,421,"1,080","5,955","1,799","7,754",43,0.78,0.45,0.80,18866,66357,46708,19649,53085,13271,NORTH CAROLINA_ROBESON
NC 1997,NORTH CAROLINA,ROCKINGHAM,Rockingham,Hardwood,"4,290",749,"5,039",603,519,"1,122",609,388,997,"5,502","1,656","7,158",43,0.78,0.45,0.80,18866,61256,43122,18134,49005,12251,NORTH CAROLINA_ROCKINGHAM
NC 1997,NORTH CAROLINA,ROWAN,Rowan,Hardwood,"4,613",845,"5,458",653,563,"1,216",659,421,"1,080","5,926","1,828","7,754",43,0.78,0.45,0.80,18866,66357,46708,19649,53085,13271,NORTH CAROLINA_ROWAN
NC 1997,NORTH CAROLINA,RUTHERFORD,Rutherford,Hardwood,"1,176",195,"1,371",164,141,305,165,106,271,"1,505",442,"1,947",43,0.78,0.45,0.80,18866,16662,11733,4929,13330,3332,NORTH CAROLINA_RUTHERFORD
NC 1997,NORTH CAROLINA,SAMPSON,Sampson,Hardwood,"5,567","1,063","6,630",793,684,"1,477",801,511,"1,312","7,161","2,258","9,419",43,0.78,0.45,0.80,18866,80605,56738,23868,64484,16121,NORTH CAROLINA_SAMPSON
NC 1997,NORTH CAROLINA,SCOTLAND,Scotland,Hardwood,"1,874",329,"2,203",264,227,491,266,170,436,"2,404",726,"3,130",43,0.78,0.45,0.80,18866,26786,18853,7933,21429,5357,NORTH CAROLINA_SCOTLAND
NC 1997,NORTH CAROLINA,STANLY,Stanly,Hardwood,892,154,"1,046",125,108,233,126,81,207,"1,143",343,"1,486",43,0.78,0.45,0.80,18866,12717,8951,3765,10173,2543,NORTH CAROLINA_STANLY
NC 1997,NORTH CAROLINA,STOKES,Stokes,Hardwood,"3,943",698,"4,641",555,479,"1,034",561,357,918,"5,058","1,535","6,593",43,0.78,0.45,0.80,18866,56421,39716,16705,45137,11284,NORTH CAROLINA_STOKES
NC 1997,NORTH CAROLINA,SURRY,Surry,Hardwood,"3,678",649,"4,327",518,446,964,523,333,856,"4,718","1,429","6,147",43,0.78,0.45,0.80,18866,52604,37029,15575,42083,10521,NORTH CAROLINA_SURRY
NC 1997,NORTH CAROLINA,SWAIN,Swain,Hardwood,"2,141",383,"2,524",302,260,562,305,194,499,"2,747",838,"3,585",43,0.78,0.45,0.80,18866,30679,21600,9080,24544,6136,NORTH CAROLINA_SWAIN
NC 1997,NORTH CAROLINA,TRANSYLVANIA,Transylvania,Hardwood,"1,060",178,"1,238",148,128,276,150,95,245,"1,357",402,"1,759",43,0.78,0.45,0.80,18866,15053,10594,4459,12042,3011,NORTH CAROLINA_TRANSYLVANIA
NC 1997,NORTH CAROLINA,TYRRELL,Tyrrell,Hardwood,"2,199",444,"2,643",316,273,589,319,204,523,"2,834",921,"3,755",43,0.78,0.45,0.80,18866,32134,22618,9516,25707,6427,NORTH CAROLINA_TYRRELL
NC 1997,NORTH CAROLINA,UNION,Union,Hardwood,"5,070","1,008","6,078",727,627,"1,354",734,468,"1,202","6,531","2,103","8,634",43,0.78,0.45,0.80,18866,73887,52014,21874,59110,14777,NORTH CAROLINA_UNION
NC 1997,NORTH CAROLINA,VANCE,Vance,Hardwood,"2,317",438,"2,755",330,284,614,333,212,545,"2,979",935,"3,914",43,0.78,0.45,0.80,18866,33495,23577,9918,26796,6699,NORTH CAROLINA_VANCE
NC 1997,NORTH CAROLINA,WAKE,Wake,Hardwood,"8,774","1,698","10,472","1,252","1,080","2,332","1,265",807,"2,072","11,291","3,585","14,876",43,0.78,0.45,0.80,18866,127305,89617,37688,101844,25461,NORTH CAROLINA_WAKE
NC 1997,NORTH CAROLINA,WARREN,Warren,Hardwood,"6,868","1,216","8,084",967,834,"1,801",976,623,"1,599","8,812","2,672","11,484",43,0.78,0.45,0.80,18866,98277,69181,29096,78622,19655,NORTH CAROLINA_WARREN
NC 1997,NORTH CAROLINA,WASHINGTON,Washington,Hardwood,"2,699",509,"3,208",383,331,714,388,247,635,"3,470","1,087","4,557",43,0.78,0.45,0.80,18866,38998,27453,11544,31198,7800,NORTH CAROLINA_WASHINGTON
NC 1997,NORTH CAROLINA,WATAUGA,Watauga,Hardwood,"1,899",294,"2,193",263,226,489,265,169,434,"2,427",689,"3,116",43,0.78,0.45,0.80,18866,26666,18767,7899,21333,5333,NORTH CAROLINA_WATAUGA
NC 1997,NORTH CAROLINA,WAYNE,Wayne,Hardwood,"5,082",945,"6,027",721,621,"1,342",728,464,"1,192","6,531","2,030","8,561",43,0.78,0.45,0.80,18866,73263,51577,21685,58610,14653,NORTH CAROLINA_WAYNE
NC 1997,NORTH CAROLINA,WILKES,Wilkes,Hardwood,"8,098","1,374","9,472","1,133",977,"2,110","1,144",730,"1,874","10,375","3,081","13,456",43,0.78,0.45,0.80,18866,115153,81059,34094,92122,23031,NORTH CAROLINA_WILKES
NC 1997,NORTH CAROLINA,WILSON,Wilson,Hardwood,"3,320",538,"3,858",461,398,859,466,297,763,"4,247","1,233","5,480",43,0.78,0.45,0.80,18866,46896,33016,13881,37517,9379,NORTH CAROLINA_WILSON
NC 1997,NORTH CAROLINA,YADKIN,Yadkin,Hardwood,"2,064",367,"2,431",291,250,541,294,187,481,"2,649",804,"3,453",43,0.78,0.45,0.80,18866,29550,20804,8746,23640,5910,NORTH CAROLINA_YADKIN
NC 1997,NORTH CAROLINA,YANCEY,Yancey,Hardwood,"1,801",294,"2,095",251,216,467,253,161,414,"2,305",671,"2,976",43,0.78,0.45,0.80,18866,25468,17928,7539,20374,5094,NORTH CAROLINA_YANCEY
ND 1997,NORTH DAKOTA,BARNES,Barnes,Hardwood,2,0,2,0,1,1,0,0,0,2,1,3,43,0.78,0.45,0.80,18866,26,17,9,21,5,NORTH DAKOTA_BARNES
ND 1997,NORTH DAKOTA,BENSON,Benson,Hardwood,0,22,22,0,0,0,0,0,0,0,22,22,43,0.78,0.45,0.80,18866,188,188,0,151,38,NORTH DAKOTA_BENSON
ND 1997,NORTH DAKOTA,BOTTINEAU,Bottineau,Hardwood,7,22,29,0,0,0,0,0,0,7,23,29,43,0.78,0.45,0.80,18866,248,248,0,199,50,NORTH DAKOTA_BOTTINEAU
ND 1997,NORTH DAKOTA,BURKE,Burke,Hardwood,1,31,32,0,0,0,0,0,0,1,31,32,43,0.78,0.45,0.80,18866,274,274,0,219,55,NORTH DAKOTA_BURKE
ND 1997,NORTH DAKOTA,BURLEIGH,Burleigh,Hardwood,0,82,82,0,0,0,0,0,0,0,82,82,43,0.78,0.45,0.80,18866,702,702,0,561,140,NORTH DAKOTA_BURLEIGH
ND 1997,NORTH DAKOTA,CASS,Cass,Hardwood,112,202,313,22,40,62,0,94,94,133,336,469,43,0.78,0.45,0.80,18866,4014,2679,1335,3211,803,NORTH DAKOTA_CASS
ND 1997,NORTH DAKOTA,CAVALIER,Cavalier,Hardwood,0,30,30,0,0,0,0,0,0,0,30,30,43,0.78,0.45,0.80,18866,257,257,0,205,51,NORTH DAKOTA_CAVALIER
ND 1997,NORTH DAKOTA,DICKEY,Dickey,Hardwood,0,29,29,0,0,0,0,0,0,0,29,29,43,0.78,0.45,0.80,18866,248,248,0,199,50,NORTH DAKOTA_DICKEY
ND 1997,NORTH DAKOTA,DIVIDE,Divide,Hardwood,0,6,6,0,0,0,0,0,0,0,6,6,43,0.78,0.45,0.80,18866,51,51,0,41,10,NORTH DAKOTA_DIVIDE
ND 1997,NORTH DAKOTA,DUNN,Dunn,Hardwood,0,0,0,0,0,0,10,51,61,10,51,61,43,0.78,0.45,0.80,18866,522,0,522,418,104,NORTH DAKOTA_DUNN
ND 1997,NORTH DAKOTA,FOSTER,Foster,Hardwood,0,14,14,0,0,0,0,0,0,0,14,14,43,0.78,0.45,0.80,18866,120,120,0,96,24,NORTH DAKOTA_FOSTER
ND 1997,NORTH DAKOTA,GRAND FORKS,Grand Forks,Hardwood,17,230,247,3,6,10,0,0,0,20,236,257,43,0.78,0.45,0.80,18866,2199,2114,86,1759,440,NORTH DAKOTA_GRAND FORKS
ND 1997,NORTH DAKOTA,HETTINGER,Hettinger,Hardwood,0,30,30,0,0,0,0,0,0,0,30,30,43,0.78,0.45,0.80,18866,257,257,0,205,51,NORTH DAKOTA_HETTINGER
ND 1997,NORTH DAKOTA,KIDDER,Kidder,Hardwood,0,82,82,0,0,0,0,0,0,0,82,82,43,0.78,0.45,0.80,18866,702,702,0,561,140,NORTH DAKOTA_KIDDER
ND 1997,NORTH DAKOTA,LAMOURE,LaMoure,Hardwood,0,19,19,0,0,0,0,0,0,0,19,19,43,0.78,0.45,0.80,18866,163,163,0,130,33,NORTH DAKOTA_LAMOURE
ND 1997,NORTH DAKOTA,MCHENRY,McHenry,Hardwood,0,186,186,0,0,0,0,8,8,0,194,194,43,0.78,0.45,0.80,18866,1660,1592,68,1328,332,NORTH DAKOTA_MCHENRY
ND 1997,NORTH DAKOTA,MCINTOSH,McIntosh,Hardwood,0,7,7,0,0,0,0,0,0,0,7,7,43,0.78,0.45,0.80,18866,60,60,0,48,12,NORTH DAKOTA_MCINTOSH
ND 1997,NORTH DAKOTA,MCKENZIE,McKenzie,Hardwood,0,103,103,0,0,0,0,0,0,0,103,103,43,0.78,0.45,0.80,18866,881,881,0,705,176,NORTH DAKOTA_MCKENZIE
ND 1997,NORTH DAKOTA,MCLEAN,McLean,Hardwood,0,18,18,0,0,0,0,0,0,0,18,18,43,0.78,0.45,0.80,18866,154,154,0,123,31,NORTH DAKOTA_MCLEAN
