State,States,COUNTY,County,Species_Group,Growing_Stock,Non_growing_Stock,All_Sources,Growing_Stock,Non_growing_Stock,All_Sources,Growing_Stock,Non_growing_Stock,All_Sources,Growing_Stock,Non_growing_Stock,All_Sources,Hardwood_Density_lb_ft3,Df,CC,Percentshoot,HANPP_lb_C_perthousand_cubicfeet,TotalHANPP_Harvest_in_Tonnes,HANPP_harvest_used_in_Tonnes,HANPP_Harvest_unused_in_Tonnes,HANPP_Harvest_above_ground_in_Tonnes,HANPP_Harvest_below_ground_in_Tonnes,Stcnty
AR 2007,ARKANSAS,LITTLE RIVER,Little River,Hardwood,"3,969",267,"4,236","1,092","1,564","2,656","1,439",430,"1,869","6,500","2,261","8,761",43,0.78,0.45,0.8,18866,74974,36251,38724,59979,14995,ARKANSAS_LITTLE RIVER
AR 2007,ARKANSAS,LOGAN,Logan,Hardwood,684,23,707,182,261,443,240,72,312,"1,107",355,"1,462",43,0.78,0.45,0.8,18866,12511,6050,6461,10009,2502,ARKANSAS_LOGAN
AR 2007,ARKANSAS,LONOKE,Lonoke,Hardwood,"1,741",71,"1,812",467,669,"1,136",615,184,799,"2,823",924,"3,747",43,0.78,0.45,0.8,18866,32066,15507,16559,25653,6413,ARKANSAS_LONOKE
AR 2007,ARKANSAS,MADISON,Madison,Hardwood,"2,312",74,"2,386",614,881,"1,495",810,242,"1,052","3,736","1,197","4,933",43,0.78,0.45,0.8,18866,42215,20419,21797,33772,8443,ARKANSAS_MADISON
AR 2007,ARKANSAS,MARION,Marion,Hardwood,"1,142",37,"1,179",304,435,739,400,120,520,"1,846",592,"2,438",43,0.78,0.45,0.8,18866,20864,10090,10774,16691,4173,ARKANSAS_MARION
AR 2007,ARKANSAS,MILLER,Miller,Hardwood,"3,399",256,"3,655",942,"1,349","2,291","1,241",371,"1,612","5,582","1,976","7,558",43,0.78,0.45,0.8,18866,64679,31279,33401,51743,12936,ARKANSAS_MILLER
AR 2007,ARKANSAS,MISSISSIPPI,Mississippi,Hardwood,947,31,978,252,361,613,332,99,431,"1,530",492,"2,022",43,0.78,0.45,0.8,18866,17304,8369,8934,13843,3461,ARKANSAS_MISSISSIPPI
AR 2007,ARKANSAS,MONROE,Monroe,Hardwood,"1,669",61,"1,730",446,639,"1,085",588,175,763,"2,703",875,"3,578",43,0.78,0.45,0.8,18866,30620,14805,15815,24496,6124,ARKANSAS_MONROE
AR 2007,ARKANSAS,MONTGOMERY,Montgomery,Hardwood,"1,863",78,"1,941",500,717,"1,217",659,197,856,"3,022",992,"4,014",43,0.78,0.45,0.8,18866,34351,16611,17740,27481,6870,ARKANSAS_MONTGOMERY
AR 2007,ARKANSAS,NEVADA,Nevada,Hardwood,"5,208",364,"5,572","1,436","2,057","3,493","1,893",565,"2,458","8,537","2,986","11,523",43,0.78,0.45,0.8,18866,98611,47684,50927,78889,19722,ARKANSAS_NEVADA
AR 2007,ARKANSAS,NEWTON,Newton,Hardwood,"2,643",87,"2,730",703,"1,008","1,711",927,277,"1,204","4,274","1,371","5,645",43,0.78,0.45,0.8,18866,48308,23363,24946,38647,9662,ARKANSAS_NEWTON
AR 2007,ARKANSAS,OUACHITA,Ouachita,Hardwood,"7,990",488,"8,478","2,184","3,130","5,314","2,880",860,"3,740","13,054","4,478","17,532",43,0.78,0.45,0.8,18866,150034,72552,77482,120027,30007,ARKANSAS_OUACHITA
AR 2007,ARKANSAS,PERRY,Perry,Hardwood,480,16,496,128,183,311,169,50,219,776,250,"1,026",43,0.78,0.45,0.8,18866,8780,4245,4536,7024,1756,ARKANSAS_PERRY
AR 2007,ARKANSAS,PHILLIPS,Phillips,Hardwood,"1,813",71,"1,884",485,696,"1,181",640,191,831,"2,938",958,"3,896",43,0.78,0.45,0.8,18866,33341,16123,17218,26673,6668,ARKANSAS_PHILLIPS
AR 2007,ARKANSAS,PIKE,Pike,Hardwood,"3,304",186,"3,490",899,"1,289","2,188","1,185",354,"1,539","5,388","1,829","7,217",43,0.78,0.45,0.8,18866,61761,29866,31895,49409,12352,ARKANSAS_PIKE
AR 2007,ARKANSAS,POINSETT,Poinsett,Hardwood,53,2,55,14,20,34,18,6,24,86,27,113,43,0.78,0.45,0.8,18866,967,471,496,774,193,ARKANSAS_POINSETT
AR 2007,ARKANSAS,POLK,Polk,Hardwood,"5,541",347,"5,888","1,517","2,174","3,691","2,000",597,"2,597","9,058","3,118","12,176",43,0.78,0.45,0.8,18866,104199,50388,53811,83359,20840,ARKANSAS_POLK
AR 2007,ARKANSAS,POPE,Pope,Hardwood,"1,639",54,"1,693",436,625,"1,061",575,172,747,"2,650",851,"3,501",43,0.78,0.45,0.8,18866,29961,14488,15472,23968,5992,ARKANSAS_POPE
AR 2007,ARKANSAS,PRAIRIE,Prairie,Hardwood,"1,597",59,"1,656",427,611,"1,038",563,168,731,"2,587",838,"3,425",43,0.78,0.45,0.8,18866,29310,14172,15139,23448,5862,ARKANSAS_PRAIRIE
AR 2007,ARKANSAS,PULASKI,Pulaski,Hardwood,804,26,830,214,306,520,282,84,366,"1,299",417,"1,716",43,0.78,0.45,0.8,18866,14685,7103,7582,11748,2937,ARKANSAS_PULASKI
AR 2007,ARKANSAS,RANDOLPH,Randolph,Hardwood,"1,499",48,"1,547",399,571,970,525,157,682,"2,423",776,"3,199",43,0.78,0.45,0.8,18866,27376,13239,14137,21901,5475,ARKANSAS_RANDOLPH
AR 2007,ARKANSAS,SALINE,Saline,Hardwood,"1,629",83,"1,712",441,632,"1,073",581,174,755,"2,651",889,"3,540",43,0.78,0.45,0.8,18866,30294,14651,15644,24235,6059,ARKANSAS_SALINE
AR 2007,ARKANSAS,SCOTT,Scott,Hardwood,"2,571",175,"2,746",707,"1,014","1,721",933,278,"1,211","4,211","1,467","5,678",43,0.78,0.45,0.8,18866,48591,23500,25091,38873,9718,ARKANSAS_SCOTT
AR 2007,ARKANSAS,SEARCY,Searcy,Hardwood,"1,695",56,"1,751",451,646,"1,097",595,177,772,"2,741",879,"3,620",43,0.78,0.45,0.8,18866,30979,14985,15994,24783,6196,ARKANSAS_SEARCY
AR 2007,ARKANSAS,SEBASTIAN,Sebastian,Hardwood,6,0,6,2,2,4,2,1,3,9,4,13,43,0.78,0.45,0.8,18866,111,51,60,89,22,ARKANSAS_SEBASTIAN
AR 2007,ARKANSAS,SEVIER,Sevier,Hardwood,"3,221",181,"3,402",877,"1,256","2,133","1,156",345,"1,501","5,254","1,782","7,036",43,0.78,0.45,0.8,18866,60212,29113,31099,48170,12042,ARKANSAS_SEVIER
AR 2007,ARKANSAS,SHARP,Sharp,Hardwood,"2,013",64,"2,077",535,767,"1,302",705,211,916,"3,253","1,042","4,295",43,0.78,0.45,0.8,18866,36755,17774,18981,29404,7351,ARKANSAS_SHARP
AR 2007,ARKANSAS,ST. FRANCIS,St. Francis,Hardwood,"1,326",46,"1,372",353,507,860,466,139,605,"2,146",691,"2,837",43,0.78,0.45,0.8,18866,24278,11741,12537,19423,4856,ARKANSAS_ST. FRANCIS
AR 2007,ARKANSAS,STONE,Stone,Hardwood,"4,306",206,"4,512","1,162","1,666","2,828","1,533",457,"1,990","7,001","2,329","9,330",43,0.78,0.45,0.8,18866,79844,38612,41231,63875,15969,ARKANSAS_STONE
AR 2007,ARKANSAS,UNION,Union,Hardwood,"11,549",784,"12,333","3,177","4,554","7,731","4,189","1,251","5,440","18,916","6,588","25,504",43,0.78,0.45,0.8,18866,218256,105542,112714,174605,43651,ARKANSAS_UNION
AR 2007,ARKANSAS,VAN BUREN,Van Buren,Hardwood,794,28,822,212,303,515,279,83,362,"1,285",414,"1,699",43,0.78,0.45,0.8,18866,14540,7034,7505,11632,2908,ARKANSAS_VAN BUREN
AR 2007,ARKANSAS,WASHINGTON,Washington,Hardwood,"2,095",67,"2,162",557,798,"1,355",735,219,954,"3,386","1,085","4,471",43,0.78,0.45,0.8,18866,38262,18502,19760,30609,7652,ARKANSAS_WASHINGTON
AR 2007,ARKANSAS,WHITE,White,Hardwood,"3,080",123,"3,203",825,"1,183","2,008","1,088",325,"1,413","4,994","1,630","6,624",43,0.78,0.45,0.8,18866,56686,27410,29276,45349,11337,ARKANSAS_WHITE
AR 2007,ARKANSAS,WOODRUFF,Woodruff,Hardwood,"1,689",54,"1,743",449,643,"1,092",592,177,769,"2,730",874,"3,604",43,0.78,0.45,0.8,18866,30842,14916,15926,24674,6168,ARKANSAS_WOODRUFF
AR 2007,ARKANSAS,YELL,Yell,Hardwood,"1,902",117,"2,019",520,745,"1,265",685,205,890,"3,108","1,066","4,174",43,0.78,0.45,0.8,18866,35720,17278,18442,28576,7144,ARKANSAS_YELL
AZ 2007,ARIZONA,APACHE,Apache,Hardwood,0,9,9,0,0,0,0,0,0,0,9,9,43,0.78,0.45,0.8,18866,77,77,0,62,15,ARIZONA_APACHE
AZ 2007,ARIZONA,COCONINO,Coconino,Hardwood,0,9,9,0,0,0,0,0,0,0,9,9,43,0.78,0.45,0.8,18866,77,77,0,62,15,ARIZONA_COCONINO
AZ 2007,ARIZONA,GREENLEE,Greenlee,Hardwood,0,9,9,0,0,0,0,0,0,0,9,9,43,0.78,0.45,0.8,18866,77,77,0,62,15,ARIZONA_GREENLEE
AZ 2007,ARIZONA,MARICOPA,Maricopa,Hardwood,0,0,0,0,0,0,0,0,0,0,0,0,43,0.78,0.45,0.8,18866,0,0,0,0,0,ARIZONA_MARICOPA
AZ 2007,ARIZONA,MOHAVE,Mohave,Hardwood,0,0,0,0,0,0,0,0,0,0,0,0,43,0.78,0.45,0.8,18866,0,0,0,0,0,ARIZONA_MOHAVE
AZ 2007,ARIZONA,PINAL,Pinal,Hardwood,0,0,0,0,0,0,0,0,0,0,0,0,43,0.78,0.45,0.8,18866,0,0,0,0,0,ARIZONA_PINAL
AZ 2007,ARIZONA,YAVAPAI,Yavapai,Hardwood,0,0,0,0,0,0,0,0,0,0,0,0,43,0.78,0.45,0.8,18866,0,0,0,0,0,ARIZONA_YAVAPAI
CA 2007,CALIFORNIA,ALPINE,Alpine,Hardwood,0,71,71,0,0,0,0,0,0,0,71,71,43,0.78,0.45,0.8,18866,608,608,0,486,122,CALIFORNIA_ALPINE
CA 2007,CALIFORNIA,AMADOR,Amador,Hardwood,0,68,68,0,0,0,0,0,0,0,68,68,43,0.78,0.45,0.8,18866,582,582,0,466,116,CALIFORNIA_AMADOR
CA 2007,CALIFORNIA,BUTTE,Butte,Hardwood,5,"5,996","6,001",0,183,183,0,0,0,5,"6,179","6,184",43,0.78,0.45,0.8,18866,52921,51355,1566,42337,10584,CALIFORNIA_BUTTE
CA 2007,CALIFORNIA,CALAVERAS,Calaveras,Hardwood,0,"1,264","1,264",0,0,0,0,0,0,0,"1,264","1,264",43,0.78,0.45,0.8,18866,10817,10817,0,8654,2163,CALIFORNIA_CALAVERAS
CA 2007,CALIFORNIA,DEL NORTE,Del Norte,Hardwood,95,160,254,6,9,15,0,0,0,101,169,269,43,0.78,0.45,0.8,18866,2302,2174,128,1842,460,CALIFORNIA_DEL NORTE
CA 2007,CALIFORNIA,EL DORADO,El Dorado,Hardwood,0,"1,329","1,329",0,0,0,0,0,0,0,"1,329","1,329",43,0.78,0.45,0.8,18866,11373,11373,0,9099,2275,CALIFORNIA_EL DORADO
CA 2007,CALIFORNIA,HUMBOLDT,Humboldt,Hardwood,"1,177","13,915","15,092",73,163,236,0,0,0,"1,251","14,078","15,328",43,0.78,0.45,0.8,18866,131173,129153,2020,104938,26235,CALIFORNIA_HUMBOLDT
CA 2007,CALIFORNIA,LASSEN,Lassen,Hardwood,0,8,8,0,0,0,0,0,0,0,8,8,43,0.78,0.45,0.8,18866,68,68,0,55,14,CALIFORNIA_LASSEN
CA 2007,CALIFORNIA,LOS ANGELES,Los Angeles,Hardwood,0,5,5,0,0,0,0,0,0,0,5,5,43,0.78,0.45,0.8,18866,43,43,0,34,9,CALIFORNIA_LOS ANGELES
CA 2007,CALIFORNIA,MENDOCINO,Mendocino,Hardwood,0,"1,261","1,261",0,0,0,0,0,0,0,"1,261","1,261",43,0.78,0.45,0.8,18866,10791,10791,0,8633,2158,CALIFORNIA_MENDOCINO
CA 2007,CALIFORNIA,MODOC,Modoc,Hardwood,0,8,8,0,0,0,0,0,0,0,8,8,43,0.78,0.45,0.8,18866,68,68,0,55,14,CALIFORNIA_MODOC
CA 2007,CALIFORNIA,NEVADA,Nevada,Hardwood,1,360,361,0,52,52,0,0,0,1,412,413,43,0.78,0.45,0.8,18866,3534,3089,445,2827,707,CALIFORNIA_NEVADA
CA 2007,CALIFORNIA,ORANGE,Orange,Hardwood,0,0,0,0,0,0,0,0,0,0,0,0,43,0.78,0.45,0.8,18866,0,0,0,0,0,CALIFORNIA_ORANGE
CA 2007,CALIFORNIA,PLACER,Placer,Hardwood,0,73,73,0,0,0,0,0,0,0,73,73,43,0.78,0.45,0.8,18866,625,625,0,500,125,CALIFORNIA_PLACER
CA 2007,CALIFORNIA,PLUMAS,Plumas,Hardwood,0,458,458,0,13,13,0,0,0,0,471,471,43,0.78,0.45,0.8,18866,4031,3919,111,3225,806,CALIFORNIA_PLUMAS
CA 2007,CALIFORNIA,RIVERSIDE,Riverside,Hardwood,0,68,68,0,0,0,0,0,0,0,68,68,43,0.78,0.45,0.8,18866,582,582,0,466,116,CALIFORNIA_RIVERSIDE
CA 2007,CALIFORNIA,SAN BERNARDINO,San Bernardino,Hardwood,0,73,73,0,0,0,0,0,0,0,73,73,43,0.78,0.45,0.8,18866,625,625,0,500,125,CALIFORNIA_SAN BERNARDINO
CA 2007,CALIFORNIA,SAN DIEGO,San Diego,Hardwood,0,0,0,0,0,0,0,0,0,0,0,0,43,0.78,0.45,0.8,18866,0,0,0,0,0,CALIFORNIA_SAN DIEGO
CA 2007,CALIFORNIA,SAN LUIS OBISPO,San Luis Obispo,Hardwood,0,7,7,0,0,0,0,0,0,0,7,7,43,0.78,0.45,0.8,18866,60,60,0,48,12,CALIFORNIA_SAN LUIS OBISPO
CA 2007,CALIFORNIA,SANTA BARBARA,Santa Barbara,Hardwood,0,7,7,0,0,0,0,0,0,0,7,7,43,0.78,0.45,0.8,18866,60,60,0,48,12,CALIFORNIA_SANTA BARBARA
CA 2007,CALIFORNIA,SANTA CRUZ,Santa Cruz,Hardwood,2,0,2,0,0,0,0,0,0,2,0,2,43,0.78,0.45,0.8,18866,17,17,0,14,3,CALIFORNIA_SANTA CRUZ
CA 2007,CALIFORNIA,SHASTA,Shasta,Hardwood,833,"10,439","11,272",52,194,246,0,0,0,885,"10,634","11,519",43,0.78,0.45,0.8,18866,98577,96463,2114,78861,19715,CALIFORNIA_SHASTA
CA 2007,CALIFORNIA,SIERRA,Sierra,Hardwood,0,5,5,0,0,0,0,0,0,0,5,5,43,0.78,0.45,0.8,18866,43,43,0,34,9,CALIFORNIA_SIERRA
CA 2007,CALIFORNIA,SISKIYOU,Siskiyou,Hardwood,594,"6,605","7,199",37,109,145,0,0,0,631,"6,713","7,345",43,0.78,0.45,0.8,18866,62857,61607,1249,50285,12571,CALIFORNIA_SISKIYOU
CA 2007,CALIFORNIA,TEHAMA,Tehama,Hardwood,0,349,350,0,10,10,0,0,0,0,359,360,43,0.78,0.45,0.8,18866,3081,2995,86,2465,616,CALIFORNIA_TEHAMA
CA 2007,CALIFORNIA,TRINITY,Trinity,Hardwood,57,"2,001","2,058",4,25,29,0,0,0,61,"2,027","2,087",43,0.78,0.45,0.8,18866,17860,17612,248,14288,3572,CALIFORNIA_TRINITY
CA 2007,CALIFORNIA,TULARE,Tulare,Hardwood,0,205,205,0,0,0,0,0,0,0,205,205,43,0.78,0.45,0.8,18866,1754,1754,0,1403,351,CALIFORNIA_TULARE
CA 2007,CALIFORNIA,TUOLUMNE,Tuolumne,Hardwood,0,4,4,0,0,0,0,0,0,0,4,4,43,0.78,0.45,0.8,18866,34,34,0,27,7,CALIFORNIA_TUOLUMNE
CA 2007,CALIFORNIA,VENTURA,Ventura,Hardwood,0,7,7,0,0,0,0,0,0,0,7,7,43,0.78,0.45,0.8,18866,60,60,0,48,12,CALIFORNIA_VENTURA
CA 2007,CALIFORNIA,YUBA,Yuba,Hardwood,0,129,130,0,18,18,0,0,0,0,148,148,43,0.78,0.45,0.8,18866,1267,1113,154,1013,253,CALIFORNIA_YUBA
CO 2007,COLORADO,ALAMOSA,Alamosa,Hardwood,0,1,1,0,0,0,0,0,0,0,1,1,43,0.78,0.45,0.8,18866,9,9,0,7,2,COLORADO_ALAMOSA
CO 2007,COLORADO,ARCHULETA,Archuleta,Hardwood,267,4,271,15,46,61,0,0,0,282,50,332,43,0.78,0.45,0.8,18866,2841,2319,522,2273,568,COLORADO_ARCHULETA
CO 2007,COLORADO,BOULDER,Boulder,Hardwood,4,4,8,0,1,1,0,0,0,4,5,9,43,0.78,0.45,0.8,18866,77,68,9,62,15,COLORADO_BOULDER
CO 2007,COLORADO,CHAFFEE,Chaffee,Hardwood,10,10,20,1,2,2,0,0,0,10,11,22,43,0.78,0.45,0.8,18866,188,171,17,151,38,COLORADO_CHAFFEE
CO 2007,COLORADO,CONEJOS,Conejos,Hardwood,0,1,1,0,0,0,0,0,0,0,1,1,43,0.78,0.45,0.8,18866,9,9,0,7,2,COLORADO_CONEJOS
CO 2007,COLORADO,COSTILLA,Costilla,Hardwood,37,260,297,2,6,8,0,0,0,39,267,305,43,0.78,0.45,0.8,18866,2610,2542,68,2088,522,COLORADO_COSTILLA
CO 2007,COLORADO,CUSTER,Custer,Hardwood,1,0,1,0,0,0,0,0,0,1,0,1,43,0.78,0.45,0.8,18866,9,9,0,7,2,COLORADO_CUSTER
CO 2007,COLORADO,DELTA,Delta,Hardwood,29,13,42,2,5,7,0,0,0,31,18,49,43,0.78,0.45,0.8,18866,419,359,60,335,84,COLORADO_DELTA
CO 2007,COLORADO,DOLORES,Dolores,Hardwood,262,959,"1,221",14,46,60,0,0,0,276,"1,005","1,281",43,0.78,0.45,0.8,18866,10962,10449,513,8770,2192,COLORADO_DOLORES
CO 2007,COLORADO,DOUGLAS,Douglas,Hardwood,0,1,1,0,0,0,0,0,0,0,1,1,43,0.78,0.45,0.8,18866,9,9,0,7,2,COLORADO_DOUGLAS
CO 2007,COLORADO,EAGLE,Eagle,Hardwood,25,2,27,1,4,6,0,0,0,26,6,33,43,0.78,0.45,0.8,18866,282,231,51,226,56,COLORADO_EAGLE
CO 2007,COLORADO,EL PASO,El Paso,Hardwood,1,3,4,0,0,0,0,0,0,1,3,4,43,0.78,0.45,0.8,18866,34,34,0,27,7,COLORADO_EL PASO
CO 2007,COLORADO,GARFIELD,Garfield,Hardwood,88,658,746,5,15,20,0,0,0,93,673,767,43,0.78,0.45,0.8,18866,6564,6384,180,5251,1313,COLORADO_GARFIELD
CO 2007,COLORADO,GRAND,Grand,Hardwood,18,26,44,1,3,4,0,0,0,19,29,48,43,0.78,0.45,0.8,18866,411,377,34,329,82,COLORADO_GRAND
CO 2007,COLORADO,GUNNISON,Gunnison,Hardwood,21,308,329,1,4,5,0,0,0,22,311,334,43,0.78,0.45,0.8,18866,2858,2815,43,2287,572,COLORADO_GUNNISON
CO 2007,COLORADO,HINSDALE,Hinsdale,Hardwood,0,5,5,0,0,0,0,0,0,0,5,5,43,0.78,0.45,0.8,18866,43,43,0,34,9,COLORADO_HINSDALE
CO 2007,COLORADO,JACKSON,Jackson,Hardwood,20,313,333,1,3,5,0,0,0,21,317,338,43,0.78,0.45,0.8,18866,2893,2850,43,2314,579,COLORADO_JACKSON
CO 2007,COLORADO,JEFFERSON,Jefferson,Hardwood,4,6,9,0,1,1,0,0,0,4,6,10,43,0.78,0.45,0.8,18866,86,77,9,68,17,COLORADO_JEFFERSON
CO 2007,COLORADO,LA PLATA,La Plata,Hardwood,321,8,329,18,56,73,0,0,0,339,64,403,43,0.78,0.45,0.8,18866,3449,2815,633,2759,690,COLORADO_LA PLATA
CO 2007,COLORADO,LARIMER,Larimer,Hardwood,4,226,230,0,1,1,0,0,0,4,227,231,43,0.78,0.45,0.8,18866,1977,1968,9,1581,395,COLORADO_LARIMER
CO 2007,COLORADO,LAS ANIMAS,Las Animas,Hardwood,0,497,497,0,0,0,0,0,0,0,497,497,43,0.78,0.45,0.8,18866,4253,4253,0,3403,851,COLORADO_LAS ANIMAS
CO 2007,COLORADO,MESA,Mesa,Hardwood,481,623,"1,104",27,84,110,0,0,0,508,706,"1,214",43,0.78,0.45,0.8,18866,10389,9448,941,8311,2078,COLORADO_MESA
CO 2007,COLORADO,MOFFAT,Moffat,Hardwood,0,1,1,0,0,0,0,0,0,0,1,1,43,0.78,0.45,0.8,18866,9,9,0,7,2,COLORADO_MOFFAT
CO 2007,COLORADO,MONTEZUMA,Montezuma,Hardwood,444,343,787,25,77,102,0,0,0,469,420,889,43,0.78,0.45,0.8,18866,7608,6735,873,6086,1522,COLORADO_MONTEZUMA
CO 2007,COLORADO,MONTROSE,Montrose,Hardwood,621,18,639,34,111,145,0,0,0,656,129,784,43,0.78,0.45,0.8,18866,6709,5468,1241,5367,1342,COLORADO_MONTROSE
CO 2007,COLORADO,OURAY,Ouray,Hardwood,0,4,4,0,0,0,0,0,0,0,4,4,43,0.78,0.45,0.8,18866,34,34,0,27,7,COLORADO_OURAY
CO 2007,COLORADO,PARK,Park,Hardwood,0,326,326,0,0,0,0,0,0,0,326,326,43,0.78,0.45,0.8,18866,2790,2790,0,2232,558,COLORADO_PARK
CO 2007,COLORADO,RIO BLANCO,Rio Blanco,Hardwood,43,1,44,2,8,10,0,0,0,46,8,54,43,0.78,0.45,0.8,18866,462,377,86,370,92,COLORADO_RIO BLANCO
CO 2007,COLORADO,RIO GRANDE,Rio Grande,Hardwood,0,13,13,0,0,0,0,0,0,0,13,13,43,0.78,0.45,0.8,18866,111,111,0,89,22,COLORADO_RIO GRANDE
CO 2007,COLORADO,ROUTT,Routt,Hardwood,54,1,55,3,9,12,0,0,0,58,10,68,43,0.78,0.45,0.8,18866,582,471,111,466,116,COLORADO_ROUTT
CO 2007,COLORADO,SAGUACHE,Saguache,Hardwood,28,11,39,2,5,6,0,0,0,30,16,46,43,0.78,0.45,0.8,18866,394,334,60,315,79,COLORADO_SAGUACHE
CO 2007,COLORADO,SAN JUAN,San Juan,Hardwood,0,15,15,0,0,0,0,0,0,0,15,15,43,0.78,0.45,0.8,18866,128,128,0,103,26,COLORADO_SAN JUAN
CO 2007,COLORADO,SAN MIGUEL,San Miguel,Hardwood,146,8,154,8,25,33,0,0,0,154,33,187,43,0.78,0.45,0.8,18866,1600,1318,282,1280,320,COLORADO_SAN MIGUEL
CT 2007,CONNECTICUT,FAIRFIELD,Fairfield,Hardwood,633,121,754,93,35,129,0,0,0,726,156,883,43,0.78,0.45,0.8,18866,7556,6453,1104,6045,1511,CONNECTICUT_FAIRFIELD
CT 2007,CONNECTICUT,HARTFORD,Hartford,Hardwood,345,285,630,46,19,65,0,0,0,391,304,695,43,0.78,0.45,0.8,18866,5948,5391,556,4758,1190,CONNECTICUT_HARTFORD
CT 2007,CONNECTICUT,LITCHFIELD,Litchfield,Hardwood,635,"1,555","2,190",68,31,99,0,0,0,703,"1,586","2,289",43,0.78,0.45,0.8,18866,19589,18741,847,15671,3918,CONNECTICUT_LITCHFIELD
CT 2007,CONNECTICUT,MIDDLESEX,Middlesex,Hardwood,338,834,"1,173",39,15,54,0,2,2,378,851,"1,229",43,0.78,0.45,0.8,18866,10517,10038,479,8414,2103,CONNECTICUT_MIDDLESEX
CT 2007,CONNECTICUT,NEW HAVEN,New Haven,Hardwood,245,843,"1,087",25,9,35,0,0,0,270,852,"1,122",43,0.78,0.45,0.8,18866,9602,9302,300,7681,1920,CONNECTICUT_NEW HAVEN
CT 2007,CONNECTICUT,NEW LONDON,New London,Hardwood,650,"1,021","1,671",84,32,115,0,3,3,734,"1,056","1,789",43,0.78,0.45,0.8,18866,15310,14300,1010,12248,3062,CONNECTICUT_NEW LONDON
CT 2007,CONNECTICUT,TOLLAND,Tolland,Hardwood,661,"1,118","1,779",82,33,114,0,7,7,742,"1,158","1,900",43,0.78,0.45,0.8,18866,16260,15224,1035,13008,3252,CONNECTICUT_TOLLAND
CT 2007,CONNECTICUT,WINDHAM,Windham,Hardwood,"1,114","1,289","2,403",147,58,205,0,2,2,"1,262","1,349","2,610",43,0.78,0.45,0.8,18866,22336,20564,1771,17869,4467,CONNECTICUT_WINDHAM
DE 2007,DELAWARE,KENT,Kent,Hardwood,579,181,761,78,336,414,0,0,0,658,517,"1,175",43,0.78,0.45,0.8,18866,10055,6512,3543,8044,2011,DELAWARE_KENT
DE 2007,DELAWARE,NEW CASTLE,New Castle,Hardwood,22,33,55,3,12,15,0,0,0,26,45,70,43,0.78,0.45,0.8,18866,599,471,128,479,120,DELAWARE_NEW CASTLE
DE 2007,DELAWARE,SUSSEX,Sussex,Hardwood,887,342,"1,229",116,511,626,0,0,0,"1,002",853,"1,855",43,0.78,0.45,0.8,18866,15875,10517,5357,12700,3175,DELAWARE_SUSSEX
FL 2007,FLORIDA,ALACHUA,Alachua,Hardwood,"3,590",970,"4,560",706,"1,098","1,804","1,754","1,612","3,366","6,050","3,680","9,730",43,0.78,0.45,0.8,18866,83267,39023,44243,66613,16653,FLORIDA_ALACHUA
FL 2007,FLORIDA,BAKER,Baker,Hardwood,535,146,681,106,164,270,262,241,503,903,551,"1,454",43,0.78,0.45,0.8,18866,12443,5828,6615,9954,2489,FLORIDA_BAKER
FL 2007,FLORIDA,BAY,Bay,Hardwood,777,162,939,145,226,371,361,332,693,"1,283",720,"2,003",43,0.78,0.45,0.8,18866,17141,8036,9105,13713,3428,FLORIDA_BAY
FL 2007,FLORIDA,BRADFORD,Bradford,Hardwood,124,34,158,25,38,63,61,56,117,210,128,338,43,0.78,0.45,0.8,18866,2893,1352,1540,2314,579,FLORIDA_BRADFORD
FL 2007,FLORIDA,BREVARD,Brevard,Hardwood,31,9,40,6,10,16,16,14,30,53,33,86,43,0.78,0.45,0.8,18866,736,342,394,589,147,FLORIDA_BREVARD
FL 2007,FLORIDA,BROWARD,Broward,Hardwood,17,5,22,4,5,9,8,8,16,29,18,47,43,0.78,0.45,0.8,18866,402,188,214,322,80,FLORIDA_BROWARD
FL 2007,FLORIDA,CALHOUN,Calhoun,Hardwood,"1,643",255,"1,898",294,457,751,730,671,"1,401","2,667","1,383","4,050",43,0.78,0.45,0.8,18866,34659,16243,18416,27727,6932,FLORIDA_CALHOUN
FL 2007,FLORIDA,CITRUS,Citrus,Hardwood,67,18,85,13,21,34,33,30,63,113,69,182,43,0.78,0.45,0.8,18866,1558,727,830,1246,312,FLORIDA_CITRUS
FL 2007,FLORIDA,CLAY,Clay,Hardwood,224,61,285,44,69,113,109,101,210,378,230,608,43,0.78,0.45,0.8,18866,5203,2439,2764,4162,1041,FLORIDA_CLAY
FL 2007,FLORIDA,COLUMBIA,Columbia,Hardwood,344,61,405,63,97,160,156,143,299,562,302,864,43,0.78,0.45,0.8,18866,7394,3466,3928,5915,1479,FLORIDA_COLUMBIA
FL 2007,FLORIDA,DIXIE,Dixie,Hardwood,"3,073",761,"3,834",594,923,"1,517","1,475","1,355","2,830","5,141","3,040","8,181",43,0.78,0.45,0.8,18866,70011,32810,37200,56009,14002,FLORIDA_DIXIE
FL 2007,FLORIDA,DUVAL,Duval,Hardwood,679,161,840,130,202,332,323,297,620,"1,132",660,"1,792",43,0.78,0.45,0.8,18866,15335,7188,8147,12268,3067,FLORIDA_DUVAL
FL 2007,FLORIDA,ESCAMBIA,Escambia,Hardwood,"1,306",357,"1,663",257,401,658,640,588,"1,228","2,204","1,345","3,549",43,0.78,0.45,0.8,18866,30371,14232,16140,24297,6074,FLORIDA_ESCAMBIA
