State,States,COUNTY,County,Species_Group,Growing_Stock,Non_growing_Stock,All_Sources,Growing_Stock,Non_growing_Stock,All_Sources,Growing_Stock,Non_growing_Stock,All_Sources,Growing_Stock,Non_growing_Stock,All_Sources,Hardwood_Density_lb_ft3,Df,CC,Percentshoot,HANPP_lb_C_perthousand_cubicfeet ,TotalHANPP_Harvest_in_Tonnes,HANPP_harvest_used_in_Tonnes,HANPP_Harvest_unused_in_Tonnes,HANPP_Harvest_above_ground_in_Tonnes,HANPP_Harvest_below_ground_in_Tonnes,Stcnty
VA 2002,VIRGINIA,AMHERST,Amherst,Hardwood,"3,933",359,"4,292",679,360,"1,039",962,173,"1,135","5,574",891,"6,466",43,0.78,0.45,0.80,18866,55334,36730,18605,44267,11067,VIRGINIA_AMHERST
VA 2002,VIRGINIA,APPOMATTOX,Appomattox,Hardwood,"3,917",391,"4,308",681,361,"1,042",942,169,"1,111","5,540",921,"6,461",43,0.78,0.45,0.80,18866,55291,36867,18425,44233,11058,VIRGINIA_APPOMATTOX
VA 2002,VIRGINIA,AUGUSTA,Augusta,Hardwood,"2,314",201,"2,515",398,211,609,752,135,887,"3,463",547,"4,010",43,0.78,0.45,0.80,18866,34317,21523,12794,27453,6863,VIRGINIA_AUGUSTA
VA 2002,VIRGINIA,BATH,Bath,Hardwood,"1,033",98,"1,131",179,95,274,491,88,579,"1,703",281,"1,984",43,0.78,0.45,0.80,18866,16979,9679,7300,13583,3396,VIRGINIA_BATH
VA 2002,VIRGINIA,BEDFORD,Bedford,Hardwood,"5,935",544,"6,479","1,025",543,"1,568","1,416",254,"1,670","8,375","1,342","9,717",43,0.78,0.45,0.80,18866,83155,55446,27710,66524,16631,VIRGINIA_BEDFORD
VA 2002,VIRGINIA,BLAND,Bland,Hardwood,"1,944",148,"2,092",331,175,506,470,84,554,"2,745",408,"3,153",43,0.78,0.45,0.80,18866,26983,17903,9080,21586,5397,VIRGINIA_BLAND
VA 2002,VIRGINIA,BOTETOURT,Botetourt,Hardwood,"2,058",204,"2,262",358,190,547,710,128,838,"3,126",522,"3,648",43,0.78,0.45,0.80,18866,31219,19358,11861,24975,6244,VIRGINIA_BOTETOURT
VA 2002,VIRGINIA,BRUNSWICK,Brunswick,Hardwood,"6,729",634,"7,363","1,177",624,"1,801","1,650",297,"1,947","9,557","1,554","11,111",43,0.78,0.45,0.80,18866,95085,63011,32074,76068,19017,VIRGINIA_BRUNSWICK
VA 2002,VIRGINIA,BUCHANAN,Buchanan,Hardwood,"2,644",219,"2,864",453,240,693,625,112,737,"3,722",571,"4,294",43,0.78,0.45,0.80,18866,36747,24509,12238,29398,7349,VIRGINIA_BUCHANAN
VA 2002,VIRGINIA,BUCKINGHAM,Buckingham,Hardwood,"3,635",404,"4,039",639,338,977,886,159,"1,045","5,160",901,"6,061",43,0.78,0.45,0.80,18866,51868,34565,17304,41495,10374,VIRGINIA_BUCKINGHAM
VA 2002,VIRGINIA,CAMPBELL,Campbell,Hardwood,"3,452",360,"3,812",603,320,923,837,151,988,"4,893",830,"5,723",43,0.78,0.45,0.80,18866,48976,32622,16354,39181,9795,VIRGINIA_CAMPBELL
VA 2002,VIRGINIA,CAROLINE,Caroline,Hardwood,"4,654",419,"5,073",803,425,"1,228","1,121",201,"1,322","6,577","1,046","7,623",43,0.78,0.45,0.80,18866,65236,43413,21822,52188,13047,VIRGINIA_CAROLINE
VA 2002,VIRGINIA,CARROLL,Carroll,Hardwood,"4,976",378,"5,354",847,448,"1,295","1,168",210,"1,378","6,991","1,036","8,027",43,0.78,0.45,0.80,18866,68693,45818,22875,54954,13739,VIRGINIA_CARROLL
VA 2002,VIRGINIA,CHARLES CITY,Charles City,Hardwood,"1,879",199,"2,079",329,174,503,458,82,540,"2,666",456,"3,121",43,0.78,0.45,0.80,18866,26709,17792,8917,21367,5342,VIRGINIA_CHARLES CITY
VA 2002,VIRGINIA,CHARLOTTE,Charlotte,Hardwood,"8,843",858,"9,701","1,535",813,"2,348","2,162",389,"2,551","12,540","2,059","14,599",43,0.78,0.45,0.80,18866,124934,83019,41916,99947,24987,VIRGINIA_CHARLOTTE
VA 2002,VIRGINIA,CHESAPEAKE CITY,Chesapeake City,Hardwood,771,88,859,136,72,208,187,34,221,"1,094",194,"1,288",43,0.78,0.45,0.80,18866,11022,7351,3671,8818,2204,VIRGINIA_CHESAPEAKE CITY
VA 2002,VIRGINIA,CHESTERFIELD,Chesterfield,Hardwood,"2,087",189,"2,275",360,191,550,498,89,587,"2,944",469,"3,413",43,0.78,0.45,0.80,18866,29208,19469,9739,23366,5842,VIRGINIA_CHESTERFIELD
VA 2002,VIRGINIA,CLARKE,Clarke,Hardwood,788,58,846,134,71,204,185,33,218,"1,106",162,"1,268",43,0.78,0.45,0.80,18866,10851,7240,3611,8681,2170,VIRGINIA_CLARKE
VA 2002,VIRGINIA,CRAIG,Craig,Hardwood,"1,007",111,"1,118",177,94,271,244,44,288,"1,428",249,"1,677",43,0.78,0.45,0.80,18866,14351,9568,4784,11481,2870,VIRGINIA_CRAIG
VA 2002,VIRGINIA,CULPEPER,Culpeper,Hardwood,"2,379",224,"2,602",412,218,630,568,102,670,"3,358",544,"3,902",43,0.78,0.45,0.80,18866,33392,22267,11125,26714,6678,VIRGINIA_CULPEPER
VA 2002,VIRGINIA,CUMBERLAND,Cumberland,Hardwood,"2,188",233,"2,421",383,203,586,529,95,624,"3,100",531,"3,632",43,0.78,0.45,0.80,18866,31082,20718,10363,24865,6216,VIRGINIA_CUMBERLAND
VA 2002,VIRGINIA,DICKENSON,Dickenson,Hardwood,"6,076",615,"6,691","1,059",561,"1,619","1,460",262,"1,722","8,595","1,438","10,032",43,0.78,0.45,0.80,18866,85851,57260,28591,68681,17170,VIRGINIA_DICKENSON
VA 2002,VIRGINIA,DINWIDDIE,Dinwiddie,Hardwood,"4,394",407,"4,800",759,402,"1,161","1,053",189,"1,242","6,206",998,"7,203",43,0.78,0.45,0.80,18866,61641,41077,20564,49313,12328,VIRGINIA_DINWIDDIE
VA 2002,VIRGINIA,ESSEX,Essex,Hardwood,"2,091",209,"2,300",364,193,557,506,91,597,"2,961",493,"3,454",43,0.78,0.45,0.80,18866,29558,19683,9876,23647,5912,VIRGINIA_ESSEX
VA 2002,VIRGINIA,FAIRFAX,Fairfax,Hardwood,250,26,276,44,23,67,60,11,71,354,60,414,43,0.78,0.45,0.80,18866,3543,2362,1181,2834,709,VIRGINIA_FAIRFAX
VA 2002,VIRGINIA,FAUQUIER,Fauquier,Hardwood,992,87,"1,079",171,90,261,236,42,278,"1,399",220,"1,618",43,0.78,0.45,0.80,18866,13846,9234,4613,11077,2769,VIRGINIA_FAUQUIER
VA 2002,VIRGINIA,FLOYD,Floyd,Hardwood,"2,179",179,"2,358",373,198,571,515,92,607,"3,067",469,"3,536",43,0.78,0.45,0.80,18866,30260,20179,10081,24208,6052,VIRGINIA_FLOYD
VA 2002,VIRGINIA,FLUVANNA,Fluvanna,Hardwood,799,89,888,140,74,215,195,35,230,"1,135",198,"1,333",43,0.78,0.45,0.80,18866,11407,7599,3808,9126,2281,VIRGINIA_FLUVANNA
VA 2002,VIRGINIA,FRANKLIN,Franklin,Hardwood,"6,013",501,"6,513","1,030",546,"1,576","1,421",255,"1,676","8,464","1,302","9,765",43,0.78,0.45,0.80,18866,83566,55737,27830,66853,16713,VIRGINIA_FRANKLIN
VA 2002,VIRGINIA,FREDERICK,Frederick,Hardwood,"1,160",88,"1,248",198,105,302,290,52,342,"1,647",245,"1,892",43,0.78,0.45,0.80,18866,16191,10680,5511,12953,3238,VIRGINIA_FREDERICK
VA 2002,VIRGINIA,GILES,Giles,Hardwood,"1,799",142,"1,941",307,163,470,743,134,877,"2,850",438,"3,288",43,0.78,0.45,0.80,18866,28138,16611,11527,22510,5628,VIRGINIA_GILES
VA 2002,VIRGINIA,GLOUCESTER,Gloucester,Hardwood,"1,517",141,"1,658",262,139,401,362,65,427,"2,141",345,"2,485",43,0.78,0.45,0.80,18866,21266,14189,7077,17013,4253,VIRGINIA_GLOUCESTER
VA 2002,VIRGINIA,GOOCHLAND,Goochland,Hardwood,"1,018",103,"1,120",177,94,271,244,44,288,"1,439",241,"1,679",43,0.78,0.45,0.80,18866,14368,9585,4784,11495,2874,VIRGINIA_GOOCHLAND
VA 2002,VIRGINIA,GRAYSON,Grayson,Hardwood,"2,449",176,"2,625",402,213,615,555,100,655,"3,407",489,"3,896",43,0.78,0.45,0.80,18866,33341,22464,10877,26673,6668,VIRGINIA_GRAYSON
VA 2002,VIRGINIA,GREENE,Greene,Hardwood,573,45,618,98,52,150,135,24,159,805,121,926,43,0.78,0.45,0.80,18866,7924,5289,2636,6340,1585,VIRGINIA_GREENE
VA 2002,VIRGINIA,GREENSVILLE,Greensville,Hardwood,"4,367",469,"4,836",787,417,"1,205","1,105",199,"1,304","6,260","1,084","7,344",43,0.78,0.45,0.80,18866,62848,41385,21463,50278,12570,VIRGINIA_GREENSVILLE
VA 2002,VIRGINIA,HALIFAX,Halifax,Hardwood,"5,367",504,"5,871",929,492,"1,421","1,284",231,"1,515","7,580","1,227","8,807",43,0.78,0.45,0.80,18866,75368,50242,25125,60294,15074,VIRGINIA_HALIFAX
VA 2002,VIRGINIA,HANOVER,Hanover,Hardwood,"1,508",136,"1,644",260,138,398,359,64,423,"2,127",338,"2,465",43,0.78,0.45,0.80,18866,21095,14069,7026,16876,4219,VIRGINIA_HANOVER
VA 2002,VIRGINIA,HENRICO,Henrico,Hardwood,660,69,729,115,61,176,159,29,188,935,158,"1,093",43,0.78,0.45,0.80,18866,9354,6239,3115,7483,1871,VIRGINIA_HENRICO
VA 2002,VIRGINIA,HENRY,Henry,Hardwood,"5,055",505,"5,560",880,466,"1,346","1,213",218,"1,431","7,148","1,189","8,337",43,0.78,0.45,0.80,18866,71346,47581,23765,57077,14269,VIRGINIA_HENRY
VA 2002,VIRGINIA,HIGHLAND,Highland,Hardwood,"1,908",183,"2,090",331,175,506,467,84,551,"2,705",442,"3,147",43,0.78,0.45,0.80,18866,26931,17886,9046,21545,5386,VIRGINIA_HIGHLAND
VA 2002,VIRGINIA,ISLE OF WIGHT,Isle Of Wight,Hardwood,"3,544",376,"3,920",620,328,948,857,154,"1,011","5,021",858,"5,879",43,0.78,0.45,0.80,18866,50311,33546,16765,40249,10062,VIRGINIA_ISLE OF WIGHT
VA 2002,VIRGINIA,JAMES CITY,James City,Hardwood,694,71,765,121,64,185,167,30,197,982,165,"1,147",43,0.78,0.45,0.80,18866,9816,6547,3269,7853,1963,VIRGINIA_JAMES CITY
VA 2002,VIRGINIA,KING AND QUEEN,King And Queen,Hardwood,"2,841",261,"3,101",491,260,751,682,123,805,"4,014",643,"4,657",43,0.78,0.45,0.80,18866,39853,26538,13316,31883,7971,VIRGINIA_KING AND QUEEN
VA 2002,VIRGINIA,KING GEORGE,King George,Hardwood,936,74,"1,010",160,85,245,220,40,260,"1,316",198,"1,515",43,0.78,0.45,0.80,18866,12965,8643,4322,10372,2593,VIRGINIA_KING GEORGE
VA 2002,VIRGINIA,KING WILLIAM,King William,Hardwood,"4,314",373,"4,688",742,393,"1,134","1,027",185,"1,212","6,083",951,"7,034",43,0.78,0.45,0.80,18866,60195,40119,20076,48156,12039,VIRGINIA_KING WILLIAM
VA 2002,VIRGINIA,LANCASTER,Lancaster,Hardwood,"1,942",207,"2,149",340,180,520,474,85,559,"2,755",472,"3,228",43,0.78,0.45,0.80,18866,27624,18391,9234,22099,5525,VIRGINIA_LANCASTER
VA 2002,VIRGINIA,LEE,Lee,Hardwood,"4,528",284,"4,811",759,402,"1,162","1,048",188,"1,236","6,335",874,"7,209",43,0.78,0.45,0.80,18866,61693,41171,20521,49354,12339,VIRGINIA_LEE
VA 2002,VIRGINIA,LOUDOUN,Loudoun,Hardwood,"2,717",219,"2,936",464,246,711,641,115,756,"3,822",580,"4,403",43,0.78,0.45,0.80,18866,37680,25125,12554,30144,7536,VIRGINIA_LOUDOUN
VA 2002,VIRGINIA,LOUISA,Louisa,Hardwood,"3,332",303,"3,635",575,305,880,793,143,936,"4,700",751,"5,451",43,0.78,0.45,0.80,18866,46648,31107,15541,37319,9330,VIRGINIA_LOUISA
VA 2002,VIRGINIA,LUNENBURG,Lunenburg,Hardwood,"5,189",521,"5,710",903,479,"1,382","1,254",225,"1,479","7,346","1,225","8,571",43,0.78,0.45,0.80,18866,73348,48865,24484,58679,14670,VIRGINIA_LUNENBURG
VA 2002,VIRGINIA,MADISON,Madison,Hardwood,"1,080",83,"1,163",184,97,281,253,46,299,"1,517",225,"1,743",43,0.78,0.45,0.80,18866,14916,9953,4963,11933,2983,VIRGINIA_MADISON
VA 2002,VIRGINIA,MATHEWS,Mathews,Hardwood,445,41,486,77,41,118,106,19,125,628,101,729,43,0.78,0.45,0.80,18866,6239,4159,2080,4991,1248,VIRGINIA_MATHEWS
VA 2002,VIRGINIA,MECKLENBURG,Mecklenburg,Hardwood,"5,256",443,"5,700",925,490,"1,415","1,275",229,"1,504","7,456","1,162","8,618",43,0.78,0.45,0.80,18866,73751,48779,24971,59000,14750,VIRGINIA_MECKLENBURG
VA 2002,VIRGINIA,MIDDLESEX,Middlesex,Hardwood,614,62,675,107,57,163,147,27,174,868,145,"1,013",43,0.78,0.45,0.80,18866,8669,5776,2893,6935,1734,VIRGINIA_MIDDLESEX
VA 2002,VIRGINIA,MONTGOMERY,Montgomery,Hardwood,"1,618",151,"1,769",280,148,429,390,70,460,"2,288",370,"2,658",43,0.78,0.45,0.80,18866,22746,15139,7608,18197,4549,VIRGINIA_MONTGOMERY
VA 2002,VIRGINIA,NELSON,Nelson,Hardwood,"3,296",296,"3,592",568,301,869,984,177,"1,161","4,848",774,"5,622",43,0.78,0.45,0.80,18866,48112,30739,17372,38489,9622,VIRGINIA_NELSON
VA 2002,VIRGINIA,NEW KENT,New Kent,Hardwood,"1,856",164,"2,020",320,169,489,443,80,523,"2,619",413,"3,032",43,0.78,0.45,0.80,18866,25947,17287,8660,20758,5189,VIRGINIA_NEW KENT
VA 2002,VIRGINIA,NEWPORT NEWS CITY,Newport News City,Hardwood,114,11,125,20,10,30,27,5,32,161,26,187,43,0.78,0.45,0.80,18866,1600,1070,531,1280,320,VIRGINIA_NEWPORT NEWS CITY
VA 2002,VIRGINIA,NORTHAMPTON,Northampton,Hardwood,308,23,332,53,28,81,72,13,85,433,64,497,43,0.78,0.45,0.80,18866,4253,2841,1412,3403,851,VIRGINIA_NORTHAMPTON
VA 2002,VIRGINIA,NORTHUMBERLAND,Northumberland,Hardwood,966,83,"1,049",166,88,254,229,41,270,"1,360",212,"1,572",43,0.78,0.45,0.80,18866,13453,8977,4476,10762,2691,VIRGINIA_NORTHUMBERLAND
VA 2002,VIRGINIA,NOTTOWAY,Nottoway,Hardwood,"3,022",296,"3,318",525,278,803,726,130,856,"4,273",704,"4,977",43,0.78,0.45,0.80,18866,42592,28395,14197,34073,8518,VIRGINIA_NOTTOWAY
VA 2002,VIRGINIA,ORANGE,Orange,Hardwood,"1,530",133,"1,664",263,139,403,363,65,428,"2,157",338,"2,494",43,0.78,0.45,0.80,18866,21343,14240,7103,17074,4269,VIRGINIA_ORANGE
VA 2002,VIRGINIA,PAGE,Page,Hardwood,277,24,302,48,25,73,66,12,78,391,62,453,43,0.78,0.45,0.80,18866,3877,2584,1292,3101,775,VIRGINIA_PAGE
VA 2002,VIRGINIA,PATRICK,Patrick,Hardwood,"6,043",510,"6,553","1,036",549,"1,585","1,429",257,"1,686","8,508","1,316","9,824",43,0.78,0.45,0.80,18866,84071,56079,27992,67257,16814,VIRGINIA_PATRICK
VA 2002,VIRGINIA,PITTSYLVANIA,Pittsylvania,Hardwood,"6,792",656,"7,448","1,167",618,"1,784","1,627",292,"1,919","9,585","1,567","11,152",43,0.78,0.45,0.80,18866,95436,63738,31698,76349,19087,VIRGINIA_PITTSYLVANIA
VA 2002,VIRGINIA,POWHATAN,Powhatan,Hardwood,"2,295",214,"2,508",396,210,607,551,99,650,"3,242",523,"3,765",43,0.78,0.45,0.80,18866,32220,21463,10757,25776,6444,VIRGINIA_POWHATAN
VA 2002,VIRGINIA,PRINCE EDWARD,Prince Edward,Hardwood,"4,018",397,"4,415",698,370,"1,068",967,174,"1,141","5,683",941,"6,624",43,0.78,0.45,0.80,18866,56686,37782,18904,45349,11337,VIRGINIA_PRINCE EDWARD
VA 2002,VIRGINIA,PRINCE GEORGE,Prince George,Hardwood,"3,823",343,"4,166",659,349,"1,009",913,164,"1,077","5,395",856,"6,252",43,0.78,0.45,0.80,18866,53503,35652,17851,42802,10701,VIRGINIA_PRINCE GEORGE
VA 2002,VIRGINIA,PRINCE WILLIAM,Prince William,Hardwood,280,26,305,48,26,74,67,12,79,395,63,458,43,0.78,0.45,0.80,18866,3919,2610,1309,3136,784,VIRGINIA_PRINCE WILLIAM
VA 2002,VIRGINIA,PULASKI,Pulaski,Hardwood,689,60,750,119,63,182,164,29,193,972,153,"1,125",43,0.78,0.45,0.80,18866,9627,6418,3209,7702,1925,VIRGINIA_PULASKI
VA 2002,VIRGINIA,RAPPAHANNOCK,Rappahannock,Hardwood,576,43,619,98,52,150,135,24,159,809,119,927,43,0.78,0.45,0.80,18866,7933,5297,2636,6346,1587,VIRGINIA_RAPPAHANNOCK
VA 2002,VIRGINIA,RICHMOND,Richmond,Hardwood,"1,276",134,"1,410",223,118,341,311,56,367,"1,810",308,"2,118",43,0.78,0.45,0.80,18866,18125,12066,6059,14500,3625,VIRGINIA_RICHMOND
VA 2002,VIRGINIA,ROANOKE,Roanoke,Hardwood,297,28,326,51,27,79,73,13,86,422,69,490,43,0.78,0.45,0.80,18866,4193,2790,1403,3355,839,VIRGINIA_ROANOKE
VA 2002,VIRGINIA,ROCKBRIDGE,Rockbridge,Hardwood,"2,975",263,"3,237",512,271,783,"1,204",216,"1,420","4,690",750,"5,441",43,0.78,0.45,0.80,18866,46563,27701,18861,37250,9313,VIRGINIA_ROCKBRIDGE
VA 2002,VIRGINIA,ROCKINGHAM,Rockingham,Hardwood,"1,662",149,"1,811",286,152,438,587,105,692,"2,535",406,"2,941",43,0.78,0.45,0.80,18866,25168,15498,9670,20135,5034,VIRGINIA_ROCKINGHAM
VA 2002,VIRGINIA,RUSSELL,Russell,Hardwood,"1,812",144,"1,956",310,164,474,431,78,509,"2,553",386,"2,939",43,0.78,0.45,0.80,18866,25151,16739,8412,20121,5030,VIRGINIA_RUSSELL
VA 2002,VIRGINIA,SCOTT,Scott,Hardwood,"6,765",538,"7,302","1,155",612,"1,767","1,593",286,"1,879","9,512","1,436","10,948",43,0.78,0.45,0.80,18866,93690,62489,31201,74952,18738,VIRGINIA_SCOTT
VA 2002,VIRGINIA,SHENANDOAH,Shenandoah,Hardwood,"1,237",99,"1,335",211,112,323,292,52,344,"1,740",263,"2,003",43,0.78,0.45,0.80,18866,17141,11425,5717,13713,3428,VIRGINIA_SHENANDOAH
VA 2002,VIRGINIA,SMYTH,Smyth,Hardwood,363,33,397,63,33,96,325,58,383,751,125,876,43,0.78,0.45,0.80,18866,7497,3397,4099,5997,1499,VIRGINIA_SMYTH
VA 2002,VIRGINIA,SOUTHAMPTON,Southampton,Hardwood,"7,038",727,"7,765","1,251",663,"1,914","1,734",312,"2,046","10,023","1,702","11,725",43,0.78,0.45,0.80,18866,100339,66451,33889,80272,20068,VIRGINIA_SOUTHAMPTON
VA 2002,VIRGINIA,SPOTSYLVANIA,Spotsylvania,Hardwood,"2,032",202,"2,234",353,187,540,488,88,576,"2,874",476,"3,350",43,0.78,0.45,0.80,18866,28668,19118,9550,22935,5734,VIRGINIA_SPOTSYLVANIA
VA 2002,VIRGINIA,STAFFORD,Stafford,Hardwood,"1,174",96,"1,270",201,107,308,277,50,327,"1,653",252,"1,905",43,0.78,0.45,0.80,18866,16302,10868,5434,13042,3260,VIRGINIA_STAFFORD
VA 2002,VIRGINIA,SUFFOLK CITY,Suffolk City,Hardwood,"3,046",356,"3,402",538,285,824,743,133,876,"4,327",775,"5,102",43,0.78,0.45,0.80,18866,43662,29113,14548,34929,8732,VIRGINIA_SUFFOLK CITY
VA 2002,VIRGINIA,SURRY,Surry,Hardwood,"2,007",185,"2,193",347,184,530,482,87,569,"2,836",456,"3,292",43,0.78,0.45,0.80,18866,28172,18767,9405,22538,5634,VIRGINIA_SURRY
VA 2002,VIRGINIA,SUSSEX,Sussex,Hardwood,"4,356",471,"4,827",786,416,"1,203","1,105",198,"1,303","6,246","1,086","7,332",43,0.78,0.45,0.80,18866,62745,41308,21437,50196,12549,VIRGINIA_SUSSEX
VA 2002,VIRGINIA,TAZEWELL,Tazewell,Hardwood,"1,196",104,"1,300",206,109,315,284,51,335,"1,686",265,"1,950",43,0.78,0.45,0.80,18866,16688,11125,5563,13350,3338,VIRGINIA_TAZEWELL
VA 2002,VIRGINIA,VIRGINIA BEACH CITY,Virginia Beach City,Hardwood,549,67,616,97,51,149,135,24,159,781,143,924,43,0.78,0.45,0.80,18866,7907,5272,2636,6326,1581,VIRGINIA_VIRGINIA BEACH CITY
VA 2002,VIRGINIA,WARREN,Warren,Hardwood,"1,186",89,"1,274",201,107,308,280,50,330,"1,667",245,"1,912",43,0.78,0.45,0.80,18866,16362,10903,5460,13090,3272,VIRGINIA_WARREN
VA 2002,VIRGINIA,WASHINGTON,Washington,Hardwood,"2,850",220,"3,070",485,257,743,670,120,790,"4,005",597,"4,603",43,0.78,0.45,0.80,18866,39391,26272,13119,31513,7878,VIRGINIA_WASHINGTON
VA 2002,VIRGINIA,WESTMORELAND,Westmoreland,Hardwood,"2,651",212,"2,864",453,240,693,625,112,737,"3,729",565,"4,294",43,0.78,0.45,0.80,18866,36747,24509,12238,29398,7349,VIRGINIA_WESTMORELAND
VA 2002,VIRGINIA,WISE,Wise,Hardwood,"2,863",256,"3,119",493,261,755,681,122,803,"4,037",640,"4,677",43,0.78,0.45,0.80,18866,40025,26692,13333,32020,8005,VIRGINIA_WISE
VA 2002,VIRGINIA,WYTHE,Wythe,Hardwood,"2,355",185,"2,540",402,213,614,554,100,654,"3,311",498,"3,809",43,0.78,0.45,0.80,18866,32596,21737,10860,26077,6519,VIRGINIA_WYTHE
VA 2002,VIRGINIA,YORK,York,Hardwood,104,10,115,18,10,28,25,5,30,148,25,173,43,0.78,0.45,0.80,18866,1480,984,496,1184,296,VIRGINIA_YORK
VT 2002,VERMONT,ADDISON,Addison,Hardwood,"1,251",744,"1,994",185,623,808,0,0,0,"1,435","1,367","2,802",43,0.78,0.45,0.80,18866,23979,17064,6915,19183,4796,VERMONT_ADDISON
VT 2002,VERMONT,BENNINGTON,Bennington,Hardwood,577,362,939,73,288,360,0,2,2,650,652,"1,301",43,0.78,0.45,0.80,18866,11134,8036,3098,8907,2227,VERMONT_BENNINGTON
VT 2002,VERMONT,CALEDONIA,Caledonia,Hardwood,"4,186","2,778","6,964",433,"2,091","2,524",0,0,0,"4,620","4,869","9,489",43,0.78,0.45,0.80,18866,81204,59596,21608,64963,16241,VERMONT_CALEDONIA
VT 2002,VERMONT,CHITTENDEN,Chittenden,Hardwood,538,324,862,77,268,345,0,0,0,615,592,"1,206",43,0.78,0.45,0.80,18866,10321,7377,2944,8256,2064,VERMONT_CHITTENDEN
VT 2002,VERMONT,ESSEX,Essex,Hardwood,"9,096","6,213","15,309",829,"4,546","5,375",0,0,0,"9,925","10,759","20,684",43,0.78,0.45,0.80,18866,177008,131010,45998,141606,35402,VERMONT_ESSEX
VT 2002,VERMONT,FRANKLIN,Franklin,Hardwood,"1,845","1,175","3,020",222,920,"1,143",0,0,0,"2,067","2,096","4,163",43,0.78,0.45,0.80,18866,35626,25844,9781,28501,7125,VERMONT_FRANKLIN
VT 2002,VERMONT,LAMOILLE,Lamoille,Hardwood,"2,689","1,680","4,369",346,"1,341","1,687",0,0,0,"3,035","3,021","6,056",43,0.78,0.45,0.80,18866,51826,37389,14437,41460,10365,VERMONT_LAMOILLE
VT 2002,VERMONT,ORANGE,Orange,Hardwood,"2,224","1,409","3,633",273,"1,110","1,383",0,4,4,"2,498","2,522","5,020",43,0.78,0.45,0.80,18866,42960,31090,11870,34368,8592,VERMONT_ORANGE
VT 2002,VERMONT,ORLEANS,Orleans,Hardwood,"3,581","2,359","5,940",382,"1,788","2,170",0,0,0,"3,963","4,148","8,111",43,0.78,0.45,0.80,18866,69412,50833,18579,55529,13882,VERMONT_ORLEANS
VT 2002,VERMONT,RUTLAND,Rutland,Hardwood,"3,026","1,842","4,868",420,"1,508","1,928",0,3,3,"3,446","3,353","6,799",43,0.78,0.45,0.80,18866,58184,41659,16525,46547,11637,VERMONT_RUTLAND
VT 2002,VERMONT,WASHINGTON,Washington,Hardwood,"2,227","1,399","3,626",281,"1,111","1,392",0,3,3,"2,508","2,513","5,021",43,0.78,0.45,0.80,18866,42968,31030,11938,34375,8594,VERMONT_WASHINGTON
VT 2002,VERMONT,WINDHAM,Windham,Hardwood,"1,994","1,246","3,240",256,994,"1,250",0,0,0,"2,250","2,240","4,490",43,0.78,0.45,0.80,18866,38424,27727,10697,30739,7685,VERMONT_WINDHAM
VT 2002,VERMONT,WINDSOR,Windsor,Hardwood,"1,614","1,020","2,633",200,805,"1,005",0,0,0,"1,814","1,825","3,638",43,0.78,0.45,0.80,18866,31133,22533,8601,24906,6227,VERMONT_WINDSOR
WA 2002,WASHINGTON,CLALLAM,Clallam,Hardwood,"17,694","7,664","25,358",902,73,976,35,0,35,"18,631","7,738","26,369",43,0.78,0.45,0.80,18866,225659,217007,8652,180527,45132,WASHINGTON_CLALLAM
WA 2002,WASHINGTON,CLARK,Clark,Hardwood,0,0,0,0,0,0,1,0,1,1,0,1,43,0.78,0.45,0.80,18866,9,0,9,7,2,WASHINGTON_CLARK
WA 2002,WASHINGTON,COWLITZ,Cowlitz,Hardwood,"22,087",0,"22,087","1,126","1,351","2,477",60,0,60,"23,274","1,351","24,625",43,0.78,0.45,0.80,18866,210734,189015,21720,168587,42147,WASHINGTON_COWLITZ
WA 2002,WASHINGTON,GRAYS HARBOR,Grays Harbor,Hardwood,462,9,471,24,32,56,15,0,15,500,42,542,43,0.78,0.45,0.80,18866,4638,4031,608,3711,928,WASHINGTON_GRAYS HARBOR
WA 2002,WASHINGTON,ISLAND,Island,Hardwood,0,0,0,0,0,0,7,0,7,7,0,7,43,0.78,0.45,0.80,18866,60,0,60,48,12,WASHINGTON_ISLAND
WA 2002,WASHINGTON,JEFFERSON,Jefferson,Hardwood,0,0,0,0,0,0,5,0,5,5,0,5,43,0.78,0.45,0.80,18866,43,0,43,34,9,WASHINGTON_JEFFERSON
WA 2002,WASHINGTON,KING,King,Hardwood,0,0,0,0,0,0,17,0,17,17,0,17,43,0.78,0.45,0.80,18866,145,0,145,116,29,WASHINGTON_KING
WA 2002,WASHINGTON,KITSAP,Kitsap,Hardwood,0,0,0,0,0,0,9,0,9,9,0,9,43,0.78,0.45,0.80,18866,77,0,77,62,15,WASHINGTON_KITSAP
WA 2002,WASHINGTON,LEWIS,Lewis,Hardwood,"15,071",0,"15,071",769,953,"1,722",32,0,32,"15,872",953,"16,825",43,0.78,0.45,0.80,18866,143984,128974,15010,115187,28797,WASHINGTON_LEWIS
WA 2002,WASHINGTON,MASON,Mason,Hardwood,800,0,800,41,34,74,24,0,24,865,34,899,43,0.78,0.45,0.80,18866,7693,6846,847,6155,1539,WASHINGTON_MASON
WA 2002,WASHINGTON,PACIFIC,Pacific,Hardwood,"1,281",24,"1,306",65,81,146,16,0,16,"1,362",105,"1,467",43,0.78,0.45,0.80,18866,12554,11176,1378,10043,2511,WASHINGTON_PACIFIC
