State,States,COUNTY,County,Species_Group,Growing_Stock,Non_growing_Stock,All_Sources,Growing_Stock,Non_growing_Stock,All_Sources,Growing_Stock,Non_growing_Stock,All_Sources,Growing_Stock,Non_growing_Stock,All_Sources,Hardwood_Density_lb_ft3,Df,CC,Percentshoot,HANPP_lb_C_perthousand_cubicfeet ,TotalHANPP_Harvest_in_Tonnes,HANPP_harvest_used_in_Tonnes,HANPP_Harvest_unused_in_Tonnes,HANPP_Harvest_above_ground_in_Tonnes,HANPP_Harvest_below_ground_in_Tonnes,Stcnty
IL 2002,ILLINOIS,LIVINGSTON,Livingston,Hardwood,4,105,109,0,0,0,0,0,0,4,105,109,43,0.78,0.45,0.80,18866,933,933,0,746,187,ILLINOIS_LIVINGSTON
IL 2002,ILLINOIS,LOGAN,Logan,Hardwood,56,37,93,14,32,46,131,22,153,201,91,292,43,0.78,0.45,0.80,18866,2499,796,1703,1999,500,ILLINOIS_LOGAN
IL 2002,ILLINOIS,MACON,Macon,Hardwood,14,138,152,0,0,0,0,0,0,14,138,152,43,0.78,0.45,0.80,18866,1301,1301,0,1041,260,ILLINOIS_MACON
IL 2002,ILLINOIS,MACOUPIN,Macoupin,Hardwood,"2,371",365,"2,737",638,"1,206","1,844",150,35,185,"3,159","1,607","4,765",43,0.78,0.45,0.80,18866,40778,23423,17355,32622,8156,ILLINOIS_MACOUPIN
IL 2002,ILLINOIS,MADISON,Madison,Hardwood,87,286,373,9,18,26,730,153,883,825,457,"1,282",43,0.78,0.45,0.80,18866,10971,3192,7779,8777,2194,ILLINOIS_MADISON
IL 2002,ILLINOIS,MARION,Marion,Hardwood,"1,603",223,"1,826",486,950,"1,436",47,17,63,"2,136","1,190","3,326",43,0.78,0.45,0.80,18866,28463,15626,12837,22770,5693,ILLINOIS_MARION
IL 2002,ILLINOIS,MARSHALL,Marshall,Hardwood,41,13,54,10,20,30,0,0,0,52,33,85,43,0.78,0.45,0.80,18866,727,462,265,582,145,ILLINOIS_MARSHALL
IL 2002,ILLINOIS,MASON,Mason,Hardwood,462,61,523,108,267,375,0,0,0,571,328,898,43,0.78,0.45,0.80,18866,7685,4476,3209,6148,1537,ILLINOIS_MASON
IL 2002,ILLINOIS,MASSAC,Massac,Hardwood,441,48,489,129,261,390,"1,063",216,"1,280","1,633",526,"2,158",43,0.78,0.45,0.80,18866,18468,4185,14283,14774,3694,ILLINOIS_MASSAC
IL 2002,ILLINOIS,MCDONOUGH,McDonough,Hardwood,611,170,781,162,337,499,131,30,161,905,536,"1,442",43,0.78,0.45,0.80,18866,12340,6684,5657,9872,2468,ILLINOIS_MCDONOUGH
IL 2002,ILLINOIS,MCHENRY,McHenry,Hardwood,237,"2,791","3,028",48,107,155,263,49,312,549,"2,946","3,495",43,0.78,0.45,0.80,18866,29909,25913,3996,23927,5982,ILLINOIS_MCHENRY
IL 2002,ILLINOIS,MCLEAN,McLean,Hardwood,21,237,258,0,0,0,0,0,0,21,237,258,43,0.78,0.45,0.80,18866,2208,2208,0,1766,442,ILLINOIS_MCLEAN
IL 2002,ILLINOIS,MENARD,Menard,Hardwood,6,36,43,2,4,5,0,0,0,8,40,48,43,0.78,0.45,0.80,18866,411,368,43,329,82,ILLINOIS_MENARD
IL 2002,ILLINOIS,MERCER,Mercer,Hardwood,130,28,158,28,60,88,0,0,0,158,88,246,43,0.78,0.45,0.80,18866,2105,1352,753,1684,421,ILLINOIS_MERCER
IL 2002,ILLINOIS,MONROE,Monroe,Hardwood,169,76,245,42,90,132,"1,006",186,"1,192","1,217",351,"1,568",43,0.78,0.45,0.80,18866,13419,2097,11322,10735,2684,ILLINOIS_MONROE
IL 2002,ILLINOIS,MONTGOMERY,Montgomery,Hardwood,442,89,531,101,232,333,"1,046",292,"1,339","1,589",614,"2,203",43,0.78,0.45,0.80,18866,18853,4544,14309,15082,3771,ILLINOIS_MONTGOMERY
IL 2002,ILLINOIS,MORGAN,Morgan,Hardwood,164,64,228,36,94,130,444,185,629,644,343,988,43,0.78,0.45,0.80,18866,8455,1951,6504,6764,1691,ILLINOIS_MORGAN
IL 2002,ILLINOIS,MOULTRIE,Moultrie,Hardwood,3,24,27,0,0,0,96,21,117,99,45,145,43,0.78,0.45,0.80,18866,1241,231,1010,993,248,ILLINOIS_MOULTRIE
IL 2002,ILLINOIS,OGLE,Ogle,Hardwood,33,166,199,7,10,16,315,65,380,356,240,596,43,0.78,0.45,0.80,18866,5100,1703,3397,4080,1020,ILLINOIS_OGLE
IL 2002,ILLINOIS,PEORIA,Peoria,Hardwood,119,287,406,23,45,68,0,0,0,143,332,475,43,0.78,0.45,0.80,18866,4065,3474,590,3252,813,ILLINOIS_PEORIA
IL 2002,ILLINOIS,PERRY,Perry,Hardwood,332,137,469,97,189,286,0,0,0,428,326,754,43,0.78,0.45,0.80,18866,6453,4014,2439,5162,1291,ILLINOIS_PERRY
IL 2002,ILLINOIS,PIATT,Piatt,Hardwood,3,47,50,0,0,0,0,0,0,3,47,50,43,0.78,0.45,0.80,18866,428,428,0,342,86,ILLINOIS_PIATT
IL 2002,ILLINOIS,PIKE,Pike,Hardwood,"1,465",256,"1,720",362,763,"1,126",121,27,148,"1,948","1,046","2,994",43,0.78,0.45,0.80,18866,25622,14719,10903,20497,5124,ILLINOIS_PIKE
IL 2002,ILLINOIS,POPE,Pope,Hardwood,"1,097",215,"1,312",301,515,817,100,18,118,"1,498",748,"2,246",43,0.78,0.45,0.80,18866,19221,11228,7993,15377,3844,ILLINOIS_POPE
IL 2002,ILLINOIS,PULASKI,Pulaski,Hardwood,491,324,815,122,152,274,0,0,0,612,476,"1,089",43,0.78,0.45,0.80,18866,9319,6975,2345,7455,1864,ILLINOIS_PULASKI
IL 2002,ILLINOIS,PUTNAM,Putnam,Hardwood,23,45,68,5,9,13,0,0,0,28,54,82,43,0.78,0.45,0.80,18866,702,582,120,561,140,ILLINOIS_PUTNAM
IL 2002,ILLINOIS,RANDOLPH,Randolph,Hardwood,455,294,749,123,228,351,843,234,"1,076","1,421",756,"2,177",43,0.78,0.45,0.80,18866,18630,6410,12220,14904,3726,ILLINOIS_RANDOLPH
IL 2002,ILLINOIS,RICHLAND,Richland,Hardwood,363,63,426,104,222,325,0,0,0,466,285,751,43,0.78,0.45,0.80,18866,6427,3646,2781,5141,1285,ILLINOIS_RICHLAND
IL 2002,ILLINOIS,ROCK ISLAND,Rock Island,Hardwood,376,201,577,21,38,59,0,0,0,397,239,636,43,0.78,0.45,0.80,18866,5443,4938,505,4354,1089,ILLINOIS_ROCK ISLAND
IL 2002,ILLINOIS,SALINE,Saline,Hardwood,700,158,858,181,349,530,427,90,517,"1,308",597,"1,905",43,0.78,0.45,0.80,18866,16302,7343,8960,13042,3260,ILLINOIS_SALINE
IL 2002,ILLINOIS,SANGAMON,Sangamon,Hardwood,42,132,174,8,16,24,0,0,0,50,148,198,43,0.78,0.45,0.80,18866,1694,1489,205,1356,339,ILLINOIS_SANGAMON
IL 2002,ILLINOIS,SCHUYLER,Schuyler,Hardwood,"1,256",102,"1,359",330,714,"1,044","1,005",224,"1,228","2,591","1,040","3,631",43,0.78,0.45,0.80,18866,31073,11630,19443,24858,6215,ILLINOIS_SCHUYLER
IL 2002,ILLINOIS,SCOTT,Scott,Hardwood,175,45,220,48,99,147,0,0,0,222,145,367,43,0.78,0.45,0.80,18866,3141,1883,1258,2513,628,ILLINOIS_SCOTT
IL 2002,ILLINOIS,SHELBY,Shelby,Hardwood,622,164,786,178,361,539,63,14,77,863,539,"1,403",43,0.78,0.45,0.80,18866,12006,6726,5280,9605,2401,ILLINOIS_SHELBY
IL 2002,ILLINOIS,ST. CLAIR,St. Clair,Hardwood,314,256,570,84,183,267,140,25,165,538,464,"1,002",43,0.78,0.45,0.80,18866,8575,4878,3697,6860,1715,ILLINOIS_ST. CLAIR
IL 2002,ILLINOIS,STARK,Stark,Hardwood,0,9,9,0,0,0,0,0,0,0,9,10,43,0.78,0.45,0.80,18866,86,77,9,68,17,ILLINOIS_STARK
IL 2002,ILLINOIS,STEPHENSON,Stephenson,Hardwood,28,83,111,8,17,25,0,0,0,36,100,135,43,0.78,0.45,0.80,18866,1155,950,205,924,231,ILLINOIS_STEPHENSON
IL 2002,ILLINOIS,TAZEWELL,Tazewell,Hardwood,89,298,387,15,33,47,0,0,0,103,331,434,43,0.78,0.45,0.80,18866,3714,3312,402,2971,743,ILLINOIS_TAZEWELL
IL 2002,ILLINOIS,UNION,Union,Hardwood,"1,182",311,"1,493",367,554,921,306,69,374,"1,855",933,"2,788",43,0.78,0.45,0.80,18866,23859,12777,11082,19087,4772,ILLINOIS_UNION
IL 2002,ILLINOIS,VERMILION,Vermilion,Hardwood,26,703,729,0,0,0,0,0,0,26,703,729,43,0.78,0.45,0.80,18866,6239,6239,0,4991,1248,ILLINOIS_VERMILION
IL 2002,ILLINOIS,WABASH,Wabash,Hardwood,109,77,186,22,23,45,394,74,468,525,174,699,43,0.78,0.45,0.80,18866,5982,1592,4390,4785,1196,ILLINOIS_WABASH
IL 2002,ILLINOIS,WARREN,Warren,Hardwood,30,53,83,1,1,2,0,0,0,31,54,85,43,0.78,0.45,0.80,18866,727,710,17,582,145,ILLINOIS_WARREN
IL 2002,ILLINOIS,WASHINGTON,Washington,Hardwood,497,206,703,141,294,436,0,0,0,639,500,"1,138",43,0.78,0.45,0.80,18866,9739,6016,3723,7791,1948,ILLINOIS_WASHINGTON
IL 2002,ILLINOIS,WAYNE,Wayne,Hardwood,"1,432",226,"1,658",435,829,"1,264",0,0,0,"1,867","1,055","2,922",43,0.78,0.45,0.80,18866,25006,14189,10817,20005,5001,ILLINOIS_WAYNE
IL 2002,ILLINOIS,WHITE,White,Hardwood,"1,133",154,"1,286",299,627,926,170,66,236,"1,602",846,"2,448",43,0.78,0.45,0.80,18866,20949,11005,9944,16759,4190,ILLINOIS_WHITE
IL 2002,ILLINOIS,WHITESIDE,Whiteside,Hardwood,38,55,93,11,23,34,0,0,0,49,78,127,43,0.78,0.45,0.80,18866,1087,796,291,869,217,ILLINOIS_WHITESIDE
IL 2002,ILLINOIS,WILL,Will,Hardwood,89,"3,274","3,364",0,0,0,125,28,153,215,"3,302","3,517",43,0.78,0.45,0.80,18866,30098,28788,1309,24078,6020,ILLINOIS_WILL
IL 2002,ILLINOIS,WILLIAMSON,Williamson,Hardwood,293,165,457,84,175,259,265,98,363,642,437,"1,080",43,0.78,0.45,0.80,18866,9242,3911,5331,7394,1848,ILLINOIS_WILLIAMSON
IL 2002,ILLINOIS,WINNEBAGO,Winnebago,Hardwood,115,510,626,18,36,53,0,0,0,133,546,679,43,0.78,0.45,0.80,18866,5811,5357,454,4649,1162,ILLINOIS_WINNEBAGO
IL 2002,ILLINOIS,WOODFORD,Woodford,Hardwood,18,363,380,2,4,6,0,0,0,20,367,386,43,0.78,0.45,0.80,18866,3303,3252,51,2643,661,ILLINOIS_WOODFORD
IN 2002,INDIANA,ADAMS,Adams,Hardwood,329,387,716,84,170,254,0,0,0,413,557,970,43,0.78,0.45,0.80,18866,8301,6127,2174,6641,1660,INDIANA_ADAMS
IN 2002,INDIANA,ALLEN,Allen,Hardwood,958,381,"1,340",259,543,802,54,16,70,"1,271",941,"2,212",43,0.78,0.45,0.80,18866,18930,11467,7462,15144,3786,INDIANA_ALLEN
IN 2002,INDIANA,BARTHOLOMEW,Bartholomew,Hardwood,399,128,527,108,213,321,"1,588",325,"1,913","2,095",666,"2,761",43,0.78,0.45,0.80,18866,23628,4510,19118,18902,4726,INDIANA_BARTHOLOMEW
IN 2002,INDIANA,BENTON,Benton,Hardwood,8,33,41,2,5,7,0,0,0,10,38,47,43,0.78,0.45,0.80,18866,402,351,51,322,80,INDIANA_BENTON
IN 2002,INDIANA,BLACKFORD,Blackford,Hardwood,1,4,5,0,0,0,0,0,0,1,4,5,43,0.78,0.45,0.80,18866,43,43,0,34,9,INDIANA_BLACKFORD
IN 2002,INDIANA,BOONE,Boone,Hardwood,93,70,163,7,15,22,0,0,0,100,85,185,43,0.78,0.45,0.80,18866,1583,1395,188,1267,317,INDIANA_BOONE
IN 2002,INDIANA,BROWN,Brown,Hardwood,"1,438",421,"1,859",412,832,"1,243",42,8,50,"1,891","1,261","3,152",43,0.78,0.45,0.80,18866,26974,15909,11065,21579,5395,INDIANA_BROWN
IN 2002,INDIANA,CARROLL,Carroll,Hardwood,315,221,537,89,191,280,0,0,0,405,412,817,43,0.78,0.45,0.80,18866,6992,4596,2396,5593,1398,INDIANA_CARROLL
IN 2002,INDIANA,CASS,Cass,Hardwood,331,51,383,94,201,295,279,53,332,704,306,"1,010",43,0.78,0.45,0.80,18866,8643,3278,5366,6915,1729,INDIANA_CASS
IN 2002,INDIANA,CLARK,Clark,Hardwood,712,42,754,198,381,580,61,12,73,970,436,"1,407",43,0.78,0.45,0.80,18866,12041,6453,5588,9633,2408,INDIANA_CLARK
IN 2002,INDIANA,CLAY,Clay,Hardwood,"1,684",269,"1,952",477,"1,001","1,478",55,12,67,"2,216","1,281","3,497",43,0.78,0.45,0.80,18866,29926,16705,13222,23941,5985,INDIANA_CLAY
IN 2002,INDIANA,CLINTON,Clinton,Hardwood,44,130,174,13,28,41,0,0,0,57,158,215,43,0.78,0.45,0.80,18866,1840,1489,351,1472,368,INDIANA_CLINTON
IN 2002,INDIANA,CRAWFORD,Crawford,Hardwood,"1,175",172,"1,347",329,645,974,0,0,0,"1,504",817,"2,321",43,0.78,0.45,0.80,18866,19862,11527,8335,15890,3972,INDIANA_CRAWFORD
IN 2002,INDIANA,DAVIESS,Daviess,Hardwood,"1,752","1,530","3,282",459,902,"1,361","1,043",285,"1,328","3,254","2,717","5,971",43,0.78,0.45,0.80,18866,51098,28086,23012,40879,10220,INDIANA_DAVIESS
IN 2002,INDIANA,DE KALB,De Kalb,Hardwood,872,52,923,233,478,711,0,0,0,"1,105",529,"1,634",43,0.78,0.45,0.80,18866,13983,7899,6085,11187,2797,INDIANA_DE KALB
IN 2002,INDIANA,DEARBORN,Dearborn,Hardwood,613,"1,064","1,677",178,375,553,0,0,0,791,"1,439","2,230",43,0.78,0.45,0.80,18866,19084,14351,4732,15267,3817,INDIANA_DEARBORN
IN 2002,INDIANA,DECATUR,Decatur,Hardwood,876,500,"1,376",204,427,630,"1,289",266,"1,554","2,369","1,192","3,561",43,0.78,0.45,0.80,18866,30474,11775,18699,24379,6095,INDIANA_DECATUR
IN 2002,INDIANA,DELAWARE,Delaware,Hardwood,31,131,162,9,18,27,560,116,676,600,266,866,43,0.78,0.45,0.80,18866,7411,1386,6025,5929,1482,INDIANA_DELAWARE
IN 2002,INDIANA,DUBOIS,Dubois,Hardwood,"2,413",517,"2,930",655,"1,282","1,938",182,33,215,"3,250","1,833","5,083",43,0.78,0.45,0.80,18866,43499,25074,18425,34799,8700,INDIANA_DUBOIS
IN 2002,INDIANA,ELKHART,Elkhart,Hardwood,377,632,"1,009",100,214,314,0,0,0,477,846,"1,323",43,0.78,0.45,0.80,18866,11322,8635,2687,9058,2264,INDIANA_ELKHART
IN 2002,INDIANA,FAYETTE,Fayette,Hardwood,607,162,769,112,230,341,59,18,77,778,409,"1,187",43,0.78,0.45,0.80,18866,10158,6581,3577,8126,2032,INDIANA_FAYETTE
IN 2002,INDIANA,FLOYD,Floyd,Hardwood,654,445,"1,098",147,288,435,49,18,68,850,751,"1,601",43,0.78,0.45,0.80,18866,13701,9396,4305,10961,2740,INDIANA_FLOYD
IN 2002,INDIANA,FOUNTAIN,Fountain,Hardwood,552,140,692,154,321,475,0,0,0,706,461,"1,167",43,0.78,0.45,0.80,18866,9987,5922,4065,7989,1997,INDIANA_FOUNTAIN
IN 2002,INDIANA,FRANKLIN,Franklin,Hardwood,"1,022",568,"1,590",277,574,851,36,9,45,"1,335","1,151","2,486",43,0.78,0.45,0.80,18866,21275,13607,7668,17020,4255,INDIANA_FRANKLIN
IN 2002,INDIANA,FULTON,Fulton,Hardwood,348,95,443,93,196,289,30,7,37,471,298,769,43,0.78,0.45,0.80,18866,6581,3791,2790,5265,1316,INDIANA_FULTON
IN 2002,INDIANA,GIBSON,Gibson,Hardwood,589,72,661,182,340,522,0,0,0,771,412,"1,182",43,0.78,0.45,0.80,18866,10115,5657,4459,8092,2023,INDIANA_GIBSON
IN 2002,INDIANA,GRANT,Grant,Hardwood,81,60,140,22,47,69,0,0,0,102,107,209,43,0.78,0.45,0.80,18866,1789,1198,590,1431,358,INDIANA_GRANT
IN 2002,INDIANA,GREENE,Greene,Hardwood,"2,279",404,"2,682",567,"1,182","1,748",0,0,0,"2,845","1,585","4,431",43,0.78,0.45,0.80,18866,37919,22952,14967,30335,7584,INDIANA_GREENE
IN 2002,INDIANA,HAMILTON,Hamilton,Hardwood,48,89,137,13,28,41,0,0,0,61,117,178,43,0.78,0.45,0.80,18866,1523,1172,351,1219,305,INDIANA_HAMILTON
IN 2002,INDIANA,HANCOCK,Hancock,Hardwood,159,13,172,46,95,142,0,0,0,206,108,314,43,0.78,0.45,0.80,18866,2687,1472,1215,2150,537,INDIANA_HANCOCK
IN 2002,INDIANA,HARRISON,Harrison,Hardwood,862,55,916,256,536,792,176,41,217,"1,294",632,"1,926",43,0.78,0.45,0.80,18866,16482,7839,8643,13186,3296,INDIANA_HARRISON
IN 2002,INDIANA,HENDRICKS,Hendricks,Hardwood,65,228,292,19,39,58,363,80,443,447,347,793,43,0.78,0.45,0.80,18866,6786,2499,4287,5429,1357,INDIANA_HENDRICKS
IN 2002,INDIANA,HENRY,Henry,Hardwood,181,632,813,53,109,161,0,0,0,234,740,974,43,0.78,0.45,0.80,18866,8335,6957,1378,6668,1667,INDIANA_HENRY
IN 2002,INDIANA,HOWARD,Howard,Hardwood,22,13,35,6,14,20,0,0,0,29,27,56,43,0.78,0.45,0.80,18866,479,300,180,383,96,INDIANA_HOWARD
IN 2002,INDIANA,HUNTINGTON,Huntington,Hardwood,65,401,465,18,39,57,0,0,0,83,439,522,43,0.78,0.45,0.80,18866,4467,3979,488,3574,893,INDIANA_HUNTINGTON
IN 2002,INDIANA,JACKSON,Jackson,Hardwood,"1,652",582,"2,234",440,923,"1,363",0,0,0,"2,092","1,505","3,597",43,0.78,0.45,0.80,18866,30782,19118,11664,24626,6156,INDIANA_JACKSON
IN 2002,INDIANA,JASPER,Jasper,Hardwood,6,1,7,2,3,5,0,0,0,8,4,12,43,0.78,0.45,0.80,18866,103,60,43,82,21,INDIANA_JASPER
IN 2002,INDIANA,JAY,Jay,Hardwood,2,590,592,1,1,2,0,0,0,3,591,594,43,0.78,0.45,0.80,18866,5083,5066,17,4067,1017,INDIANA_JAY
IN 2002,INDIANA,JEFFERSON,Jefferson,Hardwood,"1,022",321,"1,343",211,435,646,0,0,0,"1,233",756,"1,989",43,0.78,0.45,0.80,18866,17021,11493,5528,13617,3404,INDIANA_JEFFERSON
IN 2002,INDIANA,JENNINGS,Jennings,Hardwood,"1,154",85,"1,240",328,650,978,93,29,121,"1,574",765,"2,339",43,0.78,0.45,0.80,18866,20017,10612,9405,16013,4003,INDIANA_JENNINGS
IN 2002,INDIANA,JOHNSON,Johnson,Hardwood,521,301,821,101,168,270,318,71,388,939,540,"1,479",43,0.78,0.45,0.80,18866,12657,7026,5631,10126,2531,INDIANA_JOHNSON
IN 2002,INDIANA,KNOX,Knox,Hardwood,865,362,"1,227",221,423,643,78,15,94,"1,164",800,"1,964",43,0.78,0.45,0.80,18866,16807,10500,6307,13446,3361,INDIANA_KNOX
IN 2002,INDIANA,KOSCIUSKO,Kosciusko,Hardwood,972,882,"1,854",262,539,801,673,126,799,"1,907","1,547","3,454",43,0.78,0.45,0.80,18866,29558,15866,13692,23647,5912,INDIANA_KOSCIUSKO
IN 2002,INDIANA,LA PORTE,La Porte,Hardwood,334,807,"1,141",96,203,299,0,0,0,430,"1,009","1,440",43,0.78,0.45,0.80,18866,12323,9764,2559,9859,2465,INDIANA_LA PORTE
IN 2002,INDIANA,LAGRANGE,Lagrange,Hardwood,636,184,820,178,381,559,133,34,167,947,599,"1,546",43,0.78,0.45,0.80,18866,13230,7017,6213,10584,2646,INDIANA_LAGRANGE
IN 2002,INDIANA,LAKE,Lake,Hardwood,168,991,"1,159",36,74,110,0,0,0,204,"1,065","1,268",43,0.78,0.45,0.80,18866,10851,9918,933,8681,2170,INDIANA_LAKE
IN 2002,INDIANA,LAWRENCE,Lawrence,Hardwood,"1,869",527,"2,396",463,936,"1,399",398,89,487,"2,730","1,552","4,282",43,0.78,0.45,0.80,18866,36644,20504,16140,29315,7329,INDIANA_LAWRENCE
IN 2002,INDIANA,MADISON,Madison,Hardwood,53,63,115,15,31,46,0,0,0,68,94,162,43,0.78,0.45,0.80,18866,1386,984,402,1109,277,INDIANA_MADISON
IN 2002,INDIANA,MARION,Marion,Hardwood,393,711,"1,104",54,100,154,0,0,0,447,811,"1,258",43,0.78,0.45,0.80,18866,10766,9448,1318,8613,2153,INDIANA_MARION
IN 2002,INDIANA,MARSHALL,Marshall,Hardwood,571,583,"1,154",122,259,380,0,0,0,693,841,"1,534",43,0.78,0.45,0.80,18866,13128,9876,3252,10502,2626,INDIANA_MARSHALL
IN 2002,INDIANA,MARTIN,Martin,Hardwood,"1,636",381,"2,017",472,975,"1,447",0,0,0,"2,108","1,355","3,463",43,0.78,0.45,0.80,18866,29635,17261,12374,23708,5927,INDIANA_MARTIN
IN 2002,INDIANA,MIAMI,Miami,Hardwood,970,63,"1,033",264,547,811,0,0,0,"1,234",610,"1,844",43,0.78,0.45,0.80,18866,15780,8840,6940,12624,3156,INDIANA_MIAMI
IN 2002,INDIANA,MONROE,Monroe,Hardwood,"1,275",375,"1,651",346,679,"1,025",312,96,408,"1,933","1,150","3,083",43,0.78,0.45,0.80,18866,26383,14129,12255,21107,5277,INDIANA_MONROE
IN 2002,INDIANA,MONTGOMERY,Montgomery,Hardwood,351,141,493,94,200,295,0,0,0,446,342,787,43,0.78,0.45,0.80,18866,6735,4219,2516,5388,1347,INDIANA_MONTGOMERY
IN 2002,INDIANA,MORGAN,Morgan,Hardwood,"1,323",315,"1,638",363,730,"1,093",907,194,"1,101","2,593","1,239","3,832",43,0.78,0.45,0.80,18866,32793,14018,18776,26235,6559,INDIANA_MORGAN
IN 2002,INDIANA,NEWTON,Newton,Hardwood,1,921,921,0,0,0,0,0,0,1,921,921,43,0.78,0.45,0.80,18866,7882,7882,0,6305,1576,INDIANA_NEWTON
IN 2002,INDIANA,NOBLE,Noble,Hardwood,"1,032",139,"1,170",280,578,858,0,0,0,"1,312",717,"2,029",43,0.78,0.45,0.80,18866,17364,10013,7351,13891,3473,INDIANA_NOBLE
IN 2002,INDIANA,OHIO,Ohio,Hardwood,66,111,177,17,36,53,0,0,0,84,147,230,43,0.78,0.45,0.80,18866,1968,1515,454,1575,394,INDIANA_OHIO
IN 2002,INDIANA,ORANGE,Orange,Hardwood,"1,365",534,"1,899",384,768,"1,152",61,17,78,"1,809","1,319","3,129",43,0.78,0.45,0.80,18866,26777,16251,10526,21422,5355,INDIANA_ORANGE
IN 2002,INDIANA,OWEN,Owen,Hardwood,"3,187",563,"3,749",779,"1,615","2,394",24,8,32,"3,990","2,186","6,176",43,0.78,0.45,0.80,18866,52853,32083,20770,42282,10571,INDIANA_OWEN
IN 2002,INDIANA,PARKE,Parke,Hardwood,"1,434",209,"1,643",385,823,"1,207","1,267",317,"1,583","3,086","1,348","4,434",43,0.78,0.45,0.80,18866,37945,14060,23885,30356,7589,INDIANA_PARKE
IN 2002,INDIANA,PERRY,Perry,Hardwood,"1,712",879,"2,591",353,628,981,0,0,0,"2,065","1,507","3,572",43,0.78,0.45,0.80,18866,30568,22173,8395,24455,6114,INDIANA_PERRY
IN 2002,INDIANA,PIKE,Pike,Hardwood,"1,103",153,"1,256",293,576,869,0,0,0,"1,396",729,"2,125",43,0.78,0.45,0.80,18866,18185,10749,7437,14548,3637,INDIANA_PIKE
IN 2002,INDIANA,PORTER,Porter,Hardwood,154,523,677,46,94,140,0,0,0,200,617,817,43,0.78,0.45,0.80,18866,6992,5794,1198,5593,1398,INDIANA_PORTER
IN 2002,INDIANA,POSEY,Posey,Hardwood,487,67,554,137,291,428,514,112,627,"1,138",470,"1,609",43,0.78,0.45,0.80,18866,13769,4741,9028,11016,2754,INDIANA_POSEY
IN 2002,INDIANA,PULASKI,Pulaski,Hardwood,900,184,"1,084",145,263,408,0,0,0,"1,045",448,"1,493",43,0.78,0.45,0.80,18866,12777,9277,3500,10221,2555,INDIANA_PULASKI
IN 2002,INDIANA,PUTNAM,Putnam,Hardwood,"1,257",86,"1,343",364,768,"1,131",51,10,61,"1,671",864,"2,535",43,0.78,0.45,0.80,18866,21694,11493,10201,17355,4339,INDIANA_PUTNAM
IN 2002,INDIANA,RANDOLPH,Randolph,Hardwood,138,304,442,38,72,110,285,47,332,461,423,883,43,0.78,0.45,0.80,18866,7556,3783,3774,6045,1511,INDIANA_RANDOLPH
IN 2002,INDIANA,RIPLEY,Ripley,Hardwood,849,491,"1,339",204,413,617,309,55,364,"1,361",958,"2,320",43,0.78,0.45,0.80,18866,19854,11459,8395,15883,3971,INDIANA_RIPLEY
IN 2002,INDIANA,RUSH,Rush,Hardwood,323,89,411,98,206,304,0,0,0,421,295,715,43,0.78,0.45,0.80,18866,6119,3517,2602,4895,1224,INDIANA_RUSH
IN 2002,INDIANA,SCOTT,Scott,Hardwood,941,361,"1,302",272,576,848,0,0,0,"1,213",937,"2,150",43,0.78,0.45,0.80,18866,18399,11142,7257,14719,3680,INDIANA_SCOTT
IN 2002,INDIANA,SHELBY,Shelby,Hardwood,331,121,453,89,168,256,0,0,0,420,289,709,43,0.78,0.45,0.80,18866,6067,3877,2191,4854,1213,INDIANA_SHELBY
IN 2002,INDIANA,SPENCER,Spencer,Hardwood,"1,106",591,"1,696",301,575,876,0,0,0,"1,406","1,166","2,572",43,0.78,0.45,0.80,18866,22010,14514,7497,17608,4402,INDIANA_SPENCER
IN 2002,INDIANA,ST. JOSEPH,St. Joseph,Hardwood,400,871,"1,270",115,243,359,0,0,0,515,"1,114","1,629",43,0.78,0.45,0.80,18866,13941,10868,3072,11152,2788,INDIANA_ST. JOSEPH
IN 2002,INDIANA,STARKE,Starke,Hardwood,387,448,834,101,199,300,0,0,0,487,647,"1,134",43,0.78,0.45,0.80,18866,9704,7137,2567,7764,1941,INDIANA_STARKE
IN 2002,INDIANA,STEUBEN,Steuben,Hardwood,705,89,795,180,369,550,0,0,0,886,459,"1,344",43,0.78,0.45,0.80,18866,11502,6803,4698,9201,2300,INDIANA_STEUBEN
IN 2002,INDIANA,SULLIVAN,Sullivan,Hardwood,"1,233",341,"1,574",192,397,589,146,26,172,"1,571",764,"2,335",43,0.78,0.45,0.80,18866,19982,13470,6512,15986,3996,INDIANA_SULLIVAN
IN 2002,INDIANA,SWITZERLAND,Switzerland,Hardwood,60,53,113,18,39,57,63,21,84,141,113,254,43,0.78,0.45,0.80,18866,2174,967,1207,1739,435,INDIANA_SWITZERLAND
IN 2002,INDIANA,TIPPECANOE,Tippecanoe,Hardwood,161,394,555,46,97,143,0,0,0,207,492,699,43,0.78,0.45,0.80,18866,5982,4750,1232,4785,1196,INDIANA_TIPPECANOE
IN 2002,INDIANA,TIPTON,Tipton,Hardwood,42,3,45,12,25,37,0,0,0,54,28,82,43,0.78,0.45,0.80,18866,702,385,317,561,140,INDIANA_TIPTON
IN 2002,INDIANA,UNION,Union,Hardwood,271,17,288,82,173,255,0,0,0,352,190,542,43,0.78,0.45,0.80,18866,4638,2465,2174,3711,928,INDIANA_UNION
